날짜,랭크그룹,메인역할,서브롤,영웅,승률(%),픽률(%),점수,티어
2026-07-28_0536,저티어,탱커,강건한 자,라인하르트,53.2,9.3,2.076,S
2026-07-28_0536,저티어,탱커,강건한 자,도미나,52.0,5.1,1.236,A
2026-07-28_0536,저티어,탱커,강건한 자,라마트라,50.9,7.8,1.027,A
2026-07-28_0536,저티어,탱커,개시자,둠피스트,50.1,8.9,0.801,B
2026-07-28_0536,저티어,탱커,투사,마우가,50.1,8.1,0.733,B
2026-07-28_0536,저티어,탱커,개시자,레킹볼,49.6,3.4,0.131,C
2026-07-28_0536,저티어,탱커,투사,로드호그,46.0,7.0,-1.001,C
2026-07-28_0536,저티어,탱커,개시자,D.VA,44.9,6.5,-1.484,D
2026-07-28_0536,저티어,딜러,전문가,메이,54.5,7.1,2.333,S
2026-07-28_0536,저티어,딜러,측면 공격가,겐지,51.6,11.3,1.488,A
2026-07-28_0536,저티어,딜러,측면 공격가,리퍼,52.0,8.1,1.407,B
2026-07-28_0536,저티어,딜러,측면 공격가,벤데타,52.3,4.9,1.287,C
2026-07-28_0536,저티어,딜러,전문가,바스티온,48.4,8.6,0.005,D
2026-07-28_0536,저티어,힐러,생존왕,미즈키,53.0,16.2,2.159,S
2026-07-28_0536,저티어,힐러,의무관,모이라,51.8,18.5,1.815,A
2026-07-28_0536,저티어,힐러,전술가,루시우,50.9,5.3,0.674,B
2026-07-28_0536,저티어,힐러,의무관,라이프위버,48.7,8.4,-0.023,B
2026-07-28_0536,저티어,힐러,전술가,바티스트,47.1,4.7,-0.882,C
2026-07-28_0536,저티어,힐러,의무관,메르시,46.1,7.7,-1.104,D
2026-07-28_0536,중티어,탱커,강건한 자,라인하르트,53.2,9.3,2.076,S
2026-07-28_0536,중티어,탱커,강건한 자,도미나,52.0,5.1,1.236,A
2026-07-28_0536,중티어,탱커,강건한 자,라마트라,50.9,7.8,1.027,A
2026-07-28_0536,중티어,탱커,개시자,둠피스트,50.1,8.9,0.801,B
2026-07-28_0536,중티어,탱커,투사,마우가,50.1,8.1,0.733,B
2026-07-28_0536,중티어,탱커,개시자,레킹볼,49.6,3.4,0.131,C
2026-07-28_0536,중티어,탱커,투사,로드호그,46.0,7.0,-1.001,C
2026-07-28_0536,중티어,탱커,개시자,D.VA,44.9,6.5,-1.484,D
2026-07-28_0536,중티어,딜러,전문가,메이,54.5,7.1,2.333,S
2026-07-28_0536,중티어,딜러,측면 공격가,겐지,51.6,11.3,1.488,A
2026-07-28_0536,중티어,딜러,측면 공격가,리퍼,52.0,8.1,1.407,B
2026-07-28_0536,중티어,딜러,측면 공격가,벤데타,52.3,4.9,1.287,C
2026-07-28_0536,중티어,딜러,전문가,바스티온,48.4,8.6,0.005,D
2026-07-28_0536,중티어,힐러,생존왕,미즈키,53.0,16.2,2.159,S
2026-07-28_0536,중티어,힐러,의무관,모이라,51.8,18.5,1.815,A
2026-07-28_0536,중티어,힐러,전술가,루시우,50.9,5.3,0.674,B
2026-07-28_0536,중티어,힐러,의무관,라이프위버,48.7,8.4,-0.023,B
2026-07-28_0536,중티어,힐러,전술가,바티스트,47.1,4.7,-0.882,C
2026-07-28_0536,중티어,힐러,의무관,메르시,46.1,7.7,-1.104,D
2026-07-28_0536,고티어,탱커,강건한 자,라인하르트,53.2,9.3,2.076,S
2026-07-28_0536,고티어,탱커,강건한 자,도미나,52.0,5.1,1.236,A
2026-07-28_0536,고티어,탱커,강건한 자,라마트라,50.9,7.8,1.027,A
2026-07-28_0536,고티어,탱커,개시자,둠피스트,50.1,8.9,0.801,B
2026-07-28_0536,고티어,탱커,투사,마우가,50.1,8.1,0.733,B
2026-07-28_0536,고티어,탱커,개시자,레킹볼,49.6,3.4,0.131,C
2026-07-28_0536,고티어,탱커,투사,로드호그,46.0,7.0,-1.001,C
2026-07-28_0536,고티어,탱커,개시자,D.VA,44.9,6.5,-1.484,D
2026-07-28_0536,고티어,딜러,전문가,메이,54.5,7.1,2.333,S
2026-07-28_0536,고티어,딜러,측면 공격가,겐지,51.6,11.3,1.488,A
2026-07-28_0536,고티어,딜러,측면 공격가,리퍼,52.0,8.1,1.407,B
2026-07-28_0536,고티어,딜러,측면 공격가,벤데타,52.3,4.9,1.287,C
2026-07-28_0536,고티어,딜러,전문가,바스티온,48.4,8.6,0.005,D
2026-07-28_0536,고티어,힐러,생존왕,미즈키,53.0,16.2,2.159,S
2026-07-28_0536,고티어,힐러,의무관,모이라,51.8,18.5,1.815,A
2026-07-28_0536,고티어,힐러,전술가,루시우,50.9,5.3,0.674,B
2026-07-28_0536,고티어,힐러,의무관,라이프위버,48.7,8.4,-0.023,B
2026-07-28_0536,고티어,힐러,전술가,바티스트,47.1,4.7,-0.882,C
2026-07-28_0536,고티어,힐러,의무관,메르시,46.1,7.7,-1.104,D
