날짜,랭크그룹,메인역할,서브롤,영웅,승률(%),픽률(%),점수,티어
2026-09-04_0729,저티어,탱커,강건한 자,라인하르트,52.2,7.7,1.694,S
2026-09-04_0729,저티어,탱커,개시자,둠피스트,50.2,7.8,0.905,A
2026-09-04_0729,저티어,탱커,강건한 자,도미나,51.0,3.8,0.802,A
2026-09-04_0729,저티어,탱커,강건한 자,라마트라,49.5,6.6,0.498,B
2026-09-04_0729,저티어,탱커,투사,마우가,48.8,6.2,0.176,B
2026-09-04_0729,저티어,탱커,개시자,레킹볼,49.2,3.2,0.018,C
2026-09-04_0729,저티어,탱커,개시자,D.VA,45.1,5.1,-1.421,C
2026-09-04_0729,저티어,탱커,투사,로드호그,44.9,5.0,-1.511,D
2026-09-04_0729,저티어,딜러,전문가,메이,53.9,6.6,1.986,S
2026-09-04_0729,저티어,딜러,측면 공격가,리퍼,52.3,8.7,1.481,A
2026-09-04_0729,저티어,딜러,측면 공격가,겐지,50.4,12.0,0.934,B
2026-09-04_0729,저티어,딜러,전문가,바스티온,49.0,9.9,0.239,C
2026-09-04_0729,저티어,힐러,의무관,모이라,51.8,19.3,1.924,S
2026-09-04_0729,저티어,힐러,생존왕,미즈키,51.1,14.0,1.313,A
2026-09-04_0729,저티어,힐러,전술가,루시우,50.0,5.2,0.324,B
2026-09-04_0729,저티어,힐러,의무관,라이프위버,48.5,7.8,-0.113,B
2026-09-04_0729,저티어,힐러,전술가,바티스트,46.5,5.7,-1.044,C
2026-09-04_0729,저티어,힐러,의무관,메르시,45.5,5.7,-1.444,D
2026-09-04_0729,중티어,탱커,강건한 자,라인하르트,52.2,7.7,1.694,S
2026-09-04_0729,중티어,탱커,개시자,둠피스트,50.2,7.8,0.905,A
2026-09-04_0729,중티어,탱커,강건한 자,도미나,51.0,3.8,0.802,A
2026-09-04_0729,중티어,탱커,강건한 자,라마트라,49.5,6.6,0.498,B
2026-09-04_0729,중티어,탱커,투사,마우가,48.8,6.2,0.176,B
2026-09-04_0729,중티어,탱커,개시자,레킹볼,49.2,3.2,0.018,C
2026-09-04_0729,중티어,탱커,개시자,D.VA,45.1,5.1,-1.421,C
2026-09-04_0729,중티어,탱커,투사,로드호그,44.9,5.0,-1.511,D
2026-09-04_0729,중티어,딜러,전문가,메이,53.9,6.6,1.986,S
2026-09-04_0729,중티어,딜러,측면 공격가,리퍼,52.3,8.7,1.481,A
2026-09-04_0729,중티어,딜러,측면 공격가,겐지,50.4,12.0,0.934,B
2026-09-04_0729,중티어,딜러,전문가,바스티온,49.0,9.9,0.239,C
2026-09-04_0729,중티어,힐러,의무관,모이라,51.8,19.3,1.924,S
2026-09-04_0729,중티어,힐러,생존왕,미즈키,51.1,14.0,1.313,A
2026-09-04_0729,중티어,힐러,전술가,루시우,50.0,5.2,0.324,B
2026-09-04_0729,중티어,힐러,의무관,라이프위버,48.5,7.8,-0.113,B
2026-09-04_0729,중티어,힐러,전술가,바티스트,46.5,5.7,-1.044,C
2026-09-04_0729,중티어,힐러,의무관,메르시,45.5,5.7,-1.444,D
2026-09-04_0729,고티어,탱커,강건한 자,라인하르트,52.2,7.7,1.694,S
2026-09-04_0729,고티어,탱커,개시자,둠피스트,50.2,7.8,0.905,A
2026-09-04_0729,고티어,탱커,강건한 자,도미나,51.0,3.8,0.802,A
2026-09-04_0729,고티어,탱커,강건한 자,라마트라,49.5,6.6,0.498,B
2026-09-04_0729,고티어,탱커,투사,마우가,48.8,6.2,0.176,B
2026-09-04_0729,고티어,탱커,개시자,레킹볼,49.2,3.2,0.018,C
2026-09-04_0729,고티어,탱커,개시자,D.VA,45.1,5.1,-1.421,C
2026-09-04_0729,고티어,탱커,투사,로드호그,44.9,5.0,-1.511,D
2026-09-04_0729,고티어,딜러,전문가,메이,53.9,6.6,1.986,S
2026-09-04_0729,고티어,딜러,측면 공격가,리퍼,52.3,8.7,1.481,A
2026-09-04_0729,고티어,딜러,측면 공격가,겐지,50.4,12.0,0.934,B
2026-09-04_0729,고티어,딜러,전문가,바스티온,49.0,9.9,0.239,C
2026-09-04_0729,고티어,힐러,의무관,모이라,51.8,19.3,1.924,S
2026-09-04_0729,고티어,힐러,생존왕,미즈키,51.1,14.0,1.313,A
2026-09-04_0729,고티어,힐러,전술가,루시우,50.0,5.2,0.324,B
2026-09-04_0729,고티어,힐러,의무관,라이프위버,48.5,7.8,-0.113,B
2026-09-04_0729,고티어,힐러,전술가,바티스트,46.5,5.7,-1.044,C
2026-09-04_0729,고티어,힐러,의무관,메르시,45.5,5.7,-1.444,D
