날짜,랭크그룹,메인역할,서브롤,영웅,승률(%),픽률(%),점수,티어
2026-06-01_1950,저티어,탱커,강건한 자,도미나,51.7,6.5,1.257,S
2026-06-01_1950,저티어,탱커,강건한 자,라인하르트,50.7,8.1,0.999,A
2026-06-01_1950,저티어,탱커,강건한 자,라마트라,50.3,9.4,0.954,A
2026-06-01_1950,저티어,탱커,개시자,둠피스트,51.6,3.5,0.951,B
2026-06-01_1950,저티어,탱커,투사,마우가,48.5,10.9,0.367,B
2026-06-01_1950,저티어,탱커,개시자,D.VA,47.8,8.7,-0.108,C
2026-06-01_1950,저티어,탱커,개시자,레킹볼,48.9,2.2,-0.245,C
2026-06-01_1950,저티어,탱커,투사,로드호그,44.0,4.8,-1.974,D
2026-06-01_1950,저티어,딜러,측면 공격가,리퍼,53.4,15.1,2.353,S
2026-06-01_1950,저티어,딜러,측면 공격가,겐지,51.6,8.5,1.199,A
2026-06-01_1950,저티어,딜러,전문가,메이,51.0,5.7,0.775,B
2026-06-01_1950,저티어,딜러,전문가,바스티온,47.6,13.6,-0.065,C
2026-06-01_1950,저티어,딜러,측면 공격가,벤데타,49.0,2.7,-0.222,D
2026-06-01_1950,저티어,힐러,생존왕,미즈키,51.7,11.6,1.347,S
2026-06-01_1950,저티어,힐러,의무관,모이라,49.3,22.6,1.02,A
2026-06-01_1950,저티어,힐러,의무관,라이프위버,48.3,6.0,-0.335,B
2026-06-01_1950,저티어,힐러,전술가,루시우,47.3,7.4,-0.654,B
2026-06-01_1950,저티어,힐러,전술가,바티스트,46.2,5.7,-1.192,C
2026-06-01_1950,저티어,힐러,의무관,메르시,45.0,9.3,-1.465,D
2026-06-01_1950,중티어,탱커,개시자,둠피스트,52.3,8.1,1.693,S
2026-06-01_1950,중티어,탱커,강건한 자,도미나,52.9,3.7,1.513,A
2026-06-01_1950,중티어,탱커,개시자,D.VA,49.3,6.6,0.35,A
2026-06-01_1950,중티어,탱커,강건한 자,라인하르트,48.1,7.1,-0.082,B
2026-06-01_1950,중티어,탱커,투사,마우가,47.1,10.0,-0.206,B
2026-06-01_1950,중티어,탱커,강건한 자,라마트라,47.5,4.8,-0.542,C
2026-06-01_1950,중티어,탱커,개시자,레킹볼,47.7,3.6,-0.576,C
2026-06-01_1950,중티어,탱커,투사,로드호그,42.8,6.4,-2.269,D
2026-06-01_1950,중티어,딜러,측면 공격가,리퍼,52.6,15.0,2.038,S
2026-06-01_1950,중티어,딜러,측면 공격가,겐지,52.0,16.1,1.871,A
2026-06-01_1950,중티어,딜러,전문가,메이,48.8,6.0,-0.081,B
2026-06-01_1950,중티어,딜러,전문가,바스티온,47.6,6.2,-0.548,C
2026-06-01_1950,중티어,딜러,측면 공격가,벤데타,47.1,1.8,-1.04,D
2026-06-01_1950,중티어,힐러,생존왕,미즈키,49.0,7.8,0.288,S
2026-06-01_1950,중티어,힐러,의무관,메르시,48.1,5.9,-0.239,A
2026-06-01_1950,중티어,힐러,의무관,모이라,46.7,9.9,-0.446,B
2026-06-01_1950,중티어,힐러,전술가,루시우,47.3,4.2,-0.709,B
2026-06-01_1950,중티어,힐러,의무관,라이프위버,46.7,6.6,-0.738,C
2026-06-01_1950,중티어,힐러,전술가,바티스트,46.2,6.4,-0.955,D
2026-06-01_1950,고티어,탱커,강건한 자,도미나,53.1,2.6,1.52,S
2026-06-01_1950,고티어,탱커,개시자,둠피스트,49.7,12.0,1.171,A
2026-06-01_1950,고티어,탱커,개시자,D.VA,49.6,5.1,0.389,A
2026-06-01_1950,고티어,탱커,개시자,레킹볼,47.3,4.4,-0.606,B
2026-06-01_1950,고티어,탱커,강건한 자,라마트라,47.0,3.2,-0.856,B
2026-06-01_1950,고티어,탱커,투사,마우가,44.5,8.1,-1.328,C
2026-06-01_1950,고티어,탱커,강건한 자,라인하르트,43.1,4.3,-2.297,C
2026-06-01_1950,고티어,탱커,투사,로드호그,42.4,4.9,-2.513,D
2026-06-01_1950,고티어,딜러,측면 공격가,리퍼,53.2,15.3,2.454,S
2026-06-01_1950,고티어,딜러,측면 공격가,겐지,49.4,14.3,0.857,A
2026-06-01_1950,고티어,딜러,전문가,바스티온,49.7,4.2,0.202,B
2026-06-01_1950,고티어,딜러,전문가,메이,48.3,4.2,-0.358,C
2026-06-01_1950,고티어,딜러,측면 공격가,벤데타,45.5,1.1,-1.716,D
2026-06-01_1950,고티어,힐러,생존왕,미즈키,48.4,6.9,0.149,S
2026-06-01_1950,고티어,힐러,의무관,메르시,47.9,4.5,-0.326,A
2026-06-01_1950,고티어,힐러,전술가,바티스트,46.6,6.5,-0.617,B
2026-06-01_1950,고티어,힐러,전술가,루시우,47.0,5.0,-0.629,B
2026-06-01_1950,고티어,힐러,의무관,모이라,45.1,4.2,-1.48,C
2026-06-01_1950,고티어,힐러,의무관,라이프위버,43.0,4.4,-2.297,D
