날짜,랭크그룹,메인역할,서브롤,영웅,승률(%),픽률(%),점수,티어
2026-03-16_1741,저티어,탱커,강건한 자,도미나,52.6,12.7,1.99,S
2026-03-16_1741,저티어,탱커,강건한 자,시그마,52.6,9.3,1.736,A
2026-03-16_1741,저티어,탱커,강건한 자,라인하르트,51.8,7.9,1.311,A
2026-03-16_1741,저티어,탱커,개시자,둠피스트,49.6,9.4,0.543,B
2026-03-16_1741,저티어,탱커,투사,마우가,50.0,4.6,0.344,B
2026-03-16_1741,저티어,탱커,개시자,레킹볼,49.8,3.4,0.174,B
2026-03-16_1741,저티어,탱커,투사,로드호그,48.7,8.8,0.138,C
2026-03-16_1741,저티어,탱커,강건한 자,라마트라,48.8,6.1,-0.024,C
2026-03-16_1741,저티어,탱커,투사,오리사,46.7,10.0,-0.572,D
2026-03-16_1741,저티어,딜러,전문가,메이,56.0,8.1,2.907,S
2026-03-16_1741,저티어,딜러,측면 공격가,리퍼,53.0,10.0,1.826,A
2026-03-16_1741,저티어,딜러,측면 공격가,벤데타,51.8,10.9,1.403,A
2026-03-16_1741,저티어,딜러,측면 공격가,벤처,52.3,2.7,1.089,B
2026-03-16_1741,저티어,딜러,측면 공격가,겐지,49.9,11.1,0.655,B
2026-03-16_1741,저티어,딜러,전문가,솔저: 76,48.7,14.9,0.413,B
2026-03-16_1741,저티어,딜러,전문가,바스티온,48.8,9.8,0.134,C
2026-03-16_1741,저티어,딜러,수색가,솜브라,47.5,6.3,-0.605,C
2026-03-16_1741,저티어,딜러,명사수,소전,44.5,12.4,-1.423,D
2026-03-16_1741,저티어,힐러,생존왕,미즈키,54.1,21.4,2.635,S
2026-03-16_1741,저티어,힐러,생존왕,일리아리,54.2,8.7,2.084,A
2026-03-16_1741,저티어,힐러,생존왕,우양,52.1,14.1,1.495,A
2026-03-16_1741,저티어,힐러,의무관,모이라,50.4,15.1,0.862,B
2026-03-16_1741,저티어,힐러,전술가,루시우,51.4,6.3,0.853,B
2026-03-16_1741,저티어,힐러,전술가,아나,46.9,38.1,0.531,B
2026-03-16_1741,저티어,힐러,생존왕,브리기테,49.8,3.6,0.087,C
2026-03-16_1741,저티어,힐러,의무관,메르시,47.4,9.5,-0.598,C
2026-03-16_1741,저티어,힐러,의무관,라이프위버,47.5,6.3,-0.707,D
2026-03-16_1741,저티어,힐러,전술가,바티스트,46.1,6.0,-1.281,D
2026-03-16_1741,중티어,탱커,강건한 자,도미나,52.6,12.7,1.99,S
2026-03-16_1741,중티어,탱커,강건한 자,시그마,52.6,9.3,1.736,A
2026-03-16_1741,중티어,탱커,강건한 자,라인하르트,51.8,7.9,1.311,A
2026-03-16_1741,중티어,탱커,개시자,둠피스트,49.6,9.4,0.543,B
2026-03-16_1741,중티어,탱커,투사,마우가,50.0,4.6,0.344,B
2026-03-16_1741,중티어,탱커,개시자,레킹볼,49.8,3.4,0.174,B
2026-03-16_1741,중티어,탱커,투사,로드호그,48.7,8.8,0.138,C
2026-03-16_1741,중티어,탱커,강건한 자,라마트라,48.8,6.1,-0.024,C
2026-03-16_1741,중티어,탱커,투사,오리사,46.7,10.0,-0.572,D
2026-03-16_1741,중티어,딜러,전문가,메이,56.0,8.1,2.907,S
2026-03-16_1741,중티어,딜러,측면 공격가,리퍼,53.0,10.0,1.826,A
2026-03-16_1741,중티어,딜러,측면 공격가,벤데타,51.8,10.9,1.403,A
2026-03-16_1741,중티어,딜러,측면 공격가,벤처,52.3,2.7,1.089,B
2026-03-16_1741,중티어,딜러,측면 공격가,겐지,49.9,11.1,0.655,B
2026-03-16_1741,중티어,딜러,전문가,솔저: 76,48.7,14.9,0.413,B
2026-03-16_1741,중티어,딜러,전문가,바스티온,48.8,9.8,0.134,C
2026-03-16_1741,중티어,딜러,수색가,솜브라,47.5,6.3,-0.605,C
2026-03-16_1741,중티어,딜러,명사수,소전,44.5,12.4,-1.423,D
2026-03-16_1741,중티어,힐러,생존왕,미즈키,54.1,21.4,2.635,S
2026-03-16_1741,중티어,힐러,생존왕,일리아리,54.2,8.7,2.084,A
2026-03-16_1741,중티어,힐러,생존왕,우양,52.1,14.1,1.495,A
2026-03-16_1741,중티어,힐러,의무관,모이라,50.4,15.1,0.862,B
2026-03-16_1741,중티어,힐러,전술가,루시우,51.4,6.3,0.853,B
2026-03-16_1741,중티어,힐러,전술가,아나,46.9,38.1,0.531,B
2026-03-16_1741,중티어,힐러,생존왕,브리기테,49.8,3.6,0.087,C
2026-03-16_1741,중티어,힐러,의무관,메르시,47.4,9.5,-0.598,C
2026-03-16_1741,중티어,힐러,의무관,라이프위버,47.5,6.3,-0.707,D
2026-03-16_1741,중티어,힐러,전술가,바티스트,46.1,6.0,-1.281,D
2026-03-16_1741,고티어,탱커,강건한 자,도미나,52.6,12.7,1.99,S
2026-03-16_1741,고티어,탱커,강건한 자,시그마,52.6,9.3,1.736,A
2026-03-16_1741,고티어,탱커,강건한 자,라인하르트,51.8,7.9,1.311,A
2026-03-16_1741,고티어,탱커,개시자,둠피스트,49.6,9.4,0.543,B
2026-03-16_1741,고티어,탱커,투사,마우가,50.0,4.6,0.344,B
2026-03-16_1741,고티어,탱커,개시자,레킹볼,49.8,3.4,0.174,B
2026-03-16_1741,고티어,탱커,투사,로드호그,48.7,8.8,0.138,C
2026-03-16_1741,고티어,탱커,강건한 자,라마트라,48.8,6.1,-0.024,C
2026-03-16_1741,고티어,탱커,투사,오리사,46.7,10.0,-0.572,D
2026-03-16_1741,고티어,딜러,전문가,메이,56.0,8.1,2.907,S
2026-03-16_1741,고티어,딜러,측면 공격가,리퍼,53.0,10.0,1.826,A
2026-03-16_1741,고티어,딜러,측면 공격가,벤데타,51.8,10.9,1.403,A
2026-03-16_1741,고티어,딜러,측면 공격가,벤처,52.3,2.7,1.089,B
