날짜,랭크그룹,메인역할,서브롤,영웅,승률(%),픽률(%),점수,티어
2026-09-22_0801,저티어,탱커,강건한 자,라인하르트,52.9,9.2,2.082,S
2026-09-22_0801,저티어,탱커,개시자,둠피스트,50.0,9.0,0.902,A
2026-09-22_0801,저티어,탱커,강건한 자,도미나,50.9,4.5,0.811,A
2026-09-22_0801,저티어,탱커,강건한 자,라마트라,48.8,6.5,0.171,B
2026-09-22_0801,저티어,탱커,개시자,레킹볼,49.0,3.4,-0.059,B
2026-09-22_0801,저티어,탱커,개시자,D.VA,45.7,5.3,-1.189,C
2026-09-22_0801,저티어,탱커,투사,로드호그,44.4,5.5,-1.689,C
2026-09-22_0801,저티어,탱커,투사,마우가,44.4,4.5,-1.789,D
2026-09-22_0801,저티어,딜러,전문가,메이,53.4,5.7,1.743,S
2026-09-22_0801,저티어,딜러,측면 공격가,리퍼,51.9,10.3,1.452,A
2026-09-22_0801,저티어,딜러,측면 공격가,겐지,50.2,10.5,0.786,B
2026-09-22_0801,저티어,딜러,전문가,바스티온,48.7,9.2,0.098,C
2026-09-22_0801,저티어,힐러,의무관,모이라,52.6,20.7,2.318,S
2026-09-22_0801,저티어,힐러,생존왕,미즈키,51.1,12.8,1.23,A
2026-09-22_0801,저티어,힐러,전술가,루시우,50.4,4.2,0.419,B
2026-09-22_0801,저티어,힐러,의무관,라이프위버,48.9,8.4,0.079,B
2026-09-22_0801,저티어,힐러,전술가,바티스트,48.4,6.9,-0.214,C
2026-09-22_0801,저티어,힐러,의무관,메르시,45.5,5.3,-1.473,D
2026-09-22_0801,중티어,탱커,강건한 자,라인하르트,52.9,9.2,2.082,S
2026-09-22_0801,중티어,탱커,개시자,둠피스트,50.0,9.0,0.902,A
2026-09-22_0801,중티어,탱커,강건한 자,도미나,50.9,4.5,0.811,A
2026-09-22_0801,중티어,탱커,강건한 자,라마트라,48.8,6.5,0.171,B
2026-09-22_0801,중티어,탱커,개시자,레킹볼,49.0,3.4,-0.059,B
2026-09-22_0801,중티어,탱커,개시자,D.VA,45.7,5.3,-1.189,C
2026-09-22_0801,중티어,탱커,투사,로드호그,44.4,5.5,-1.689,C
2026-09-22_0801,중티어,탱커,투사,마우가,44.4,4.5,-1.789,D
2026-09-22_0801,중티어,딜러,전문가,메이,53.4,5.7,1.743,S
2026-09-22_0801,중티어,딜러,측면 공격가,리퍼,51.9,10.3,1.452,A
2026-09-22_0801,중티어,딜러,측면 공격가,겐지,50.2,10.5,0.786,B
2026-09-22_0801,중티어,딜러,전문가,바스티온,48.7,9.2,0.098,C
2026-09-22_0801,중티어,힐러,의무관,모이라,52.6,20.7,2.318,S
2026-09-22_0801,중티어,힐러,생존왕,미즈키,51.1,12.8,1.23,A
2026-09-22_0801,중티어,힐러,전술가,루시우,50.4,4.2,0.419,B
2026-09-22_0801,중티어,힐러,의무관,라이프위버,48.9,8.4,0.079,B
2026-09-22_0801,중티어,힐러,전술가,바티스트,48.4,6.9,-0.214,C
2026-09-22_0801,중티어,힐러,의무관,메르시,45.5,5.3,-1.473,D
2026-09-22_0801,고티어,탱커,강건한 자,라인하르트,52.9,9.2,2.082,S
2026-09-22_0801,고티어,탱커,개시자,둠피스트,50.0,9.0,0.902,A
2026-09-22_0801,고티어,탱커,강건한 자,도미나,50.9,4.5,0.811,A
2026-09-22_0801,고티어,탱커,강건한 자,라마트라,48.8,6.5,0.171,B
2026-09-22_0801,고티어,탱커,개시자,레킹볼,49.0,3.4,-0.059,B
2026-09-22_0801,고티어,탱커,개시자,D.VA,45.7,5.3,-1.189,C
2026-09-22_0801,고티어,탱커,투사,로드호그,44.4,5.5,-1.689,C
2026-09-22_0801,고티어,탱커,투사,마우가,44.4,4.5,-1.789,D
2026-09-22_0801,고티어,딜러,전문가,메이,53.4,5.7,1.743,S
2026-09-22_0801,고티어,딜러,측면 공격가,리퍼,51.9,10.3,1.452,A
2026-09-22_0801,고티어,딜러,측면 공격가,겐지,50.2,10.5,0.786,B
2026-09-22_0801,고티어,딜러,전문가,바스티온,48.7,9.2,0.098,C
2026-09-22_0801,고티어,힐러,의무관,모이라,52.6,20.7,2.318,S
2026-09-22_0801,고티어,힐러,생존왕,미즈키,51.1,12.8,1.23,A
2026-09-22_0801,고티어,힐러,전술가,루시우,50.4,4.2,0.419,B
2026-09-22_0801,고티어,힐러,의무관,라이프위버,48.9,8.4,0.079,B
2026-09-22_0801,고티어,힐러,전술가,바티스트,48.4,6.9,-0.214,C
2026-09-22_0801,고티어,힐러,의무관,메르시,45.5,5.3,-1.473,D
