날짜,랭크그룹,메인역할,서브롤,영웅,승률(%),픽률(%),점수,티어
2026-09-12_1730,저티어,탱커,강건한 자,라인하르트,55.3,7.8,2.898,S
2026-09-12_1730,저티어,탱커,개시자,둠피스트,55.0,4.4,2.439,A
2026-09-12_1730,저티어,탱커,강건한 자,도미나,51.4,6.1,1.169,A
2026-09-12_1730,저티어,탱커,강건한 자,라마트라,49.2,11.0,0.778,B
2026-09-12_1730,저티어,탱커,개시자,D.VA,49.9,7.1,0.669,B
2026-09-12_1730,저티어,탱커,개시자,레킹볼,49.6,2.3,0.07,C
2026-09-12_1730,저티어,탱커,투사,마우가,41.9,5.5,-2.691,C
2026-09-12_1730,저티어,탱커,투사,로드호그,41.4,3.9,-3.051,D
2026-09-12_1730,저티어,딜러,측면 공격가,리퍼,53.2,11.3,1.963,S
2026-09-12_1730,저티어,딜러,측면 공격가,겐지,52.8,6.3,1.501,A
2026-09-12_1730,저티어,딜러,전문가,메이,51.1,7.3,0.881,B
2026-09-12_1730,저티어,딜러,전문가,바스티온,48.3,14.8,0.215,C
2026-09-12_1730,저티어,힐러,의무관,모이라,53.7,29.8,3.113,S
2026-09-12_1730,저티어,힐러,전술가,바티스트,54.0,6.9,1.978,A
2026-09-12_1730,저티어,힐러,생존왕,미즈키,51.4,16.1,1.442,B
2026-09-12_1730,저티어,힐러,의무관,라이프위버,51.3,4.9,0.788,B
2026-09-12_1730,저티어,힐러,의무관,메르시,44.4,4.0,-2.021,C
2026-09-12_1730,저티어,힐러,전술가,루시우,41.7,4.0,-3.101,D
2026-09-12_1730,중티어,탱커,강건한 자,도미나,53.1,3.0,1.565,S
2026-09-12_1730,중티어,탱커,강건한 자,라인하르트,50.2,8.7,1.023,A
2026-09-12_1730,중티어,탱커,개시자,둠피스트,49.7,8.1,0.758,A
2026-09-12_1730,중티어,탱커,개시자,레킹볼,49.6,3.9,0.263,B
2026-09-12_1730,중티어,탱커,강건한 자,라마트라,47.2,6.9,-0.372,B
2026-09-12_1730,중티어,탱커,개시자,D.VA,47.0,5.0,-0.658,C
2026-09-12_1730,중티어,탱커,투사,로드호그,42.8,4.7,-2.371,C
2026-09-12_1730,중티어,탱커,투사,마우가,41.5,4.0,-2.967,D
2026-09-12_1730,중티어,딜러,측면 공격가,겐지,51.2,11.1,1.153,S
2026-09-12_1730,중티어,딜러,전문가,메이,51.5,7.5,1.055,A
2026-09-12_1730,중티어,딜러,측면 공격가,리퍼,50.2,12.5,0.838,B
2026-09-12_1730,중티어,딜러,전문가,바스티온,48.0,8.5,-0.285,C
2026-09-12_1730,중티어,힐러,의무관,모이라,52.4,24.4,2.431,S
2026-09-12_1730,중티어,힐러,생존왕,미즈키,49.7,11.5,0.573,A
2026-09-12_1730,중티어,힐러,전술가,바티스트,47.7,10.3,-0.299,B
2026-09-12_1730,중티어,힐러,전술가,루시우,47.9,3.4,-0.635,B
2026-09-12_1730,중티어,힐러,의무관,메르시,46.7,3.5,-1.109,C
2026-09-12_1730,중티어,힐러,의무관,라이프위버,45.2,6.6,-1.522,D
2026-09-12_1730,고티어,탱커,개시자,둠피스트,54.2,10.4,2.95,S
2026-09-12_1730,고티어,탱커,투사,로드호그,51.6,4.7,1.214,A
2026-09-12_1730,고티어,탱커,강건한 자,라마트라,49.5,3.2,0.191,A
2026-09-12_1730,고티어,탱커,개시자,D.VA,49.0,4.6,0.162,B
2026-09-12_1730,고티어,탱커,강건한 자,도미나,46.3,1.5,-1.297,B
2026-09-12_1730,고티어,탱커,강건한 자,라인하르트,44.2,4.6,-1.758,C
2026-09-12_1730,고티어,탱커,개시자,레킹볼,43.1,6.3,-1.991,C
2026-09-12_1730,고티어,탱커,투사,마우가,36.6,4.0,-4.871,D
2026-09-12_1730,고티어,딜러,측면 공격가,겐지,52.2,11.8,1.765,S
2026-09-12_1730,고티어,딜러,측면 공격가,리퍼,49.0,10.4,0.38,A
2026-09-12_1730,고티어,딜러,전문가,메이,48.1,4.6,-0.415,B
2026-09-12_1730,고티어,딜러,전문가,바스티온,47.0,5.2,-0.81,C
2026-09-12_1730,고티어,힐러,전술가,루시우,50.0,5.7,0.433,S
2026-09-12_1730,고티어,힐러,의무관,모이라,47.8,16.2,0.35,A
2026-09-12_1730,고티어,힐러,전술가,바티스트,48.0,10.6,0.005,B
2026-09-12_1730,고티어,힐러,생존왕,미즈키,47.9,9.6,-0.111,B
2026-09-12_1730,고티어,힐러,의무관,라이프위버,47.9,3.6,-0.567,C
2026-09-12_1730,고티어,힐러,의무관,메르시,44.5,1.7,-2.071,D
