날짜,랭크그룹,메인역할,서브롤,영웅,승률(%),픽률(%),점수,티어
2026-09-21_0818,저티어,탱커,강건한 자,라인하르트,52.8,9.1,2.043,S
2026-09-21_0818,저티어,탱커,개시자,둠피스트,49.9,8.8,0.853,A
2026-09-21_0818,저티어,탱커,강건한 자,도미나,50.5,4.4,0.647,A
2026-09-21_0818,저티어,탱커,강건한 자,라마트라,48.3,6.5,-0.02,B
2026-09-21_0818,저티어,탱커,개시자,레킹볼,48.7,3.3,-0.185,B
2026-09-21_0818,저티어,탱커,개시자,D.VA,45.8,5.2,-1.152,C
2026-09-21_0818,저티어,탱커,투사,로드호그,44.2,5.5,-1.762,C
2026-09-21_0818,저티어,탱커,투사,마우가,44.2,4.5,-1.863,D
2026-09-21_0818,저티어,딜러,전문가,메이,53.2,5.7,1.662,S
2026-09-21_0818,저티어,딜러,측면 공격가,리퍼,51.9,10.3,1.451,A
2026-09-21_0818,저티어,딜러,측면 공격가,겐지,50.3,10.6,0.831,B
2026-09-21_0818,저티어,딜러,전문가,바스티온,48.7,9.2,0.097,C
2026-09-21_0818,저티어,힐러,의무관,모이라,52.4,19.5,2.229,S
2026-09-21_0818,저티어,힐러,생존왕,미즈키,50.9,12.0,1.141,A
2026-09-21_0818,저티어,힐러,전술가,루시우,50.5,4.0,0.46,B
2026-09-21_0818,저티어,힐러,의무관,라이프위버,48.8,8.0,0.041,B
2026-09-21_0818,저티어,힐러,전술가,바티스트,48.3,6.7,-0.244,C
2026-09-21_0818,저티어,힐러,의무관,메르시,45.3,5.1,-1.548,D
2026-09-21_0818,중티어,탱커,강건한 자,라인하르트,52.8,9.1,2.043,S
2026-09-21_0818,중티어,탱커,개시자,둠피스트,49.9,8.8,0.853,A
2026-09-21_0818,중티어,탱커,강건한 자,도미나,50.5,4.4,0.647,A
2026-09-21_0818,중티어,탱커,강건한 자,라마트라,48.3,6.5,-0.02,B
2026-09-21_0818,중티어,탱커,개시자,레킹볼,48.7,3.3,-0.185,B
2026-09-21_0818,중티어,탱커,개시자,D.VA,45.8,5.2,-1.152,C
2026-09-21_0818,중티어,탱커,투사,로드호그,44.2,5.5,-1.762,C
2026-09-21_0818,중티어,탱커,투사,마우가,44.2,4.5,-1.863,D
2026-09-21_0818,중티어,딜러,전문가,메이,53.2,5.7,1.662,S
2026-09-21_0818,중티어,딜러,측면 공격가,리퍼,51.9,10.3,1.451,A
2026-09-21_0818,중티어,딜러,측면 공격가,겐지,50.3,10.6,0.831,B
2026-09-21_0818,중티어,딜러,전문가,바스티온,48.7,9.2,0.097,C
2026-09-21_0818,중티어,힐러,의무관,모이라,52.4,19.5,2.229,S
2026-09-21_0818,중티어,힐러,생존왕,미즈키,50.9,12.0,1.141,A
2026-09-21_0818,중티어,힐러,전술가,루시우,50.5,4.0,0.46,B
2026-09-21_0818,중티어,힐러,의무관,라이프위버,48.8,8.0,0.041,B
2026-09-21_0818,중티어,힐러,전술가,바티스트,48.3,6.7,-0.244,C
2026-09-21_0818,중티어,힐러,의무관,메르시,45.3,5.1,-1.548,D
2026-09-21_0818,고티어,탱커,강건한 자,라인하르트,52.8,9.1,2.043,S
2026-09-21_0818,고티어,탱커,개시자,둠피스트,49.9,8.8,0.853,A
2026-09-21_0818,고티어,탱커,강건한 자,도미나,50.5,4.4,0.647,A
2026-09-21_0818,고티어,탱커,강건한 자,라마트라,48.3,6.5,-0.02,B
2026-09-21_0818,고티어,탱커,개시자,레킹볼,48.7,3.3,-0.185,B
2026-09-21_0818,고티어,탱커,개시자,D.VA,45.8,5.2,-1.152,C
2026-09-21_0818,고티어,탱커,투사,로드호그,44.2,5.5,-1.762,C
2026-09-21_0818,고티어,탱커,투사,마우가,44.2,4.5,-1.863,D
2026-09-21_0818,고티어,딜러,전문가,메이,53.2,5.7,1.662,S
2026-09-21_0818,고티어,딜러,측면 공격가,리퍼,51.9,10.3,1.451,A
2026-09-21_0818,고티어,딜러,측면 공격가,겐지,50.3,10.6,0.831,B
2026-09-21_0818,고티어,딜러,전문가,바스티온,48.7,9.2,0.097,C
2026-09-21_0818,고티어,힐러,의무관,모이라,52.4,19.5,2.229,S
2026-09-21_0818,고티어,힐러,생존왕,미즈키,50.9,12.0,1.141,A
2026-09-21_0818,고티어,힐러,전술가,루시우,50.5,4.0,0.46,B
2026-09-21_0818,고티어,힐러,의무관,라이프위버,48.8,8.0,0.041,B
2026-09-21_0818,고티어,힐러,전술가,바티스트,48.3,6.7,-0.244,C
2026-09-21_0818,고티어,힐러,의무관,메르시,45.3,5.1,-1.548,D
