날짜,랭크그룹,메인역할,서브롤,영웅,승률(%),픽률(%),점수,티어
2026-08-21_0340,저티어,탱커,강건한 자,라인하르트,51.6,6.9,1.348,S
2026-08-21_0340,저티어,탱커,개시자,둠피스트,52.3,2.7,1.197,A
2026-08-21_0340,저티어,탱커,강건한 자,라마트라,49.9,11.4,1.129,A
2026-08-21_0340,저티어,탱커,강건한 자,도미나,50.7,7.1,1.008,B
2026-08-21_0340,저티어,탱커,개시자,레킹볼,49.8,1.9,0.115,B
2026-08-21_0340,저티어,탱커,개시자,D.VA,46.9,6.8,-0.543,C
2026-08-21_0340,저티어,탱커,투사,마우가,45.7,6.0,-1.105,C
2026-08-21_0340,저티어,탱커,투사,로드호그,44.2,4.0,-1.91,D
2026-08-21_0340,저티어,딜러,측면 공격가,리퍼,52.7,9.6,1.641,S
2026-08-21_0340,저티어,딜러,전문가,메이,52.2,9.3,1.423,A
2026-08-21_0340,저티어,딜러,전문가,바스티온,49.4,16.0,0.694,B
2026-08-21_0340,저티어,딜러,측면 공격가,겐지,50.8,6.2,0.682,C
2026-08-21_0340,저티어,힐러,의무관,모이라,51.9,29.9,2.362,S
2026-08-21_0340,저티어,힐러,생존왕,미즈키,52.3,18.4,1.906,A
2026-08-21_0340,저티어,힐러,전술가,루시우,48.6,4.7,-0.308,B
2026-08-21_0340,저티어,힐러,전술가,바티스트,43.3,4.9,-2.418,B
2026-08-21_0340,저티어,힐러,의무관,메르시,42.8,4.2,-2.655,C
2026-08-21_0340,저티어,힐러,의무관,라이프위버,41.4,5.1,-3.167,D
2026-08-21_0340,중티어,탱커,강건한 자,라인하르트,51.0,7.6,1.227,S
2026-08-21_0340,중티어,탱커,개시자,둠피스트,50.7,6.4,0.977,A
2026-08-21_0340,중티어,탱커,강건한 자,라마트라,49.6,8.3,0.743,A
2026-08-21_0340,중티어,탱커,강건한 자,도미나,50.7,3.0,0.607,B
2026-08-21_0340,중티어,탱커,개시자,레킹볼,50.1,3.0,0.367,B
2026-08-21_0340,중티어,탱커,투사,마우가,48.2,6.0,-0.067,C
2026-08-21_0340,중티어,탱커,개시자,D.VA,45.7,5.5,-1.121,C
2026-08-21_0340,중티어,탱커,투사,로드호그,43.2,4.3,-2.252,D
2026-08-21_0340,중티어,딜러,측면 공격가,겐지,51.8,11.4,1.389,S
2026-08-21_0340,중티어,딜러,측면 공격가,리퍼,51.1,12.9,1.197,A
2026-08-21_0340,중티어,딜러,전문가,메이,50.9,8.1,0.835,B
2026-08-21_0340,중티어,딜러,전문가,바스티온,47.8,8.5,-0.381,C
2026-08-21_0340,중티어,힐러,의무관,모이라,50.7,22.6,1.818,S
2026-08-21_0340,중티어,힐러,생존왕,미즈키,49.7,12.2,0.71,A
2026-08-21_0340,중티어,힐러,전술가,루시우,48.2,3.9,-0.455,B
2026-08-21_0340,중티어,힐러,의무관,라이프위버,46.9,5.5,-0.866,B
2026-08-21_0340,중티어,힐러,전술가,바티스트,44.9,5.5,-1.666,C
2026-08-21_0340,중티어,힐러,의무관,메르시,44.9,3.2,-1.822,D
2026-08-21_0340,고티어,탱커,투사,마우가,50.2,6.5,0.757,S
2026-08-21_0340,고티어,탱커,강건한 자,라마트라,50.3,5.7,0.713,A
2026-08-21_0340,고티어,탱커,개시자,둠피스트,48.4,10.4,0.443,A
2026-08-21_0340,고티어,탱커,개시자,D.VA,48.4,6.2,0.006,B
2026-08-21_0340,고티어,탱커,강건한 자,라인하르트,48.3,5.2,-0.139,B
2026-08-21_0340,고티어,탱커,개시자,레킹볼,47.9,4.6,-0.361,C
2026-08-21_0340,고티어,탱커,강건한 자,도미나,48.2,2.4,-0.47,C
2026-08-21_0340,고티어,탱커,투사,로드호그,46.6,5.1,-0.829,D
2026-08-21_0340,고티어,딜러,측면 공격가,리퍼,49.8,11.5,0.754,S
2026-08-21_0340,고티어,딜러,측면 공격가,겐지,48.3,12.6,0.234,A
2026-08-21_0340,고티어,딜러,전문가,바스티온,48.9,4.6,-0.106,B
2026-08-21_0340,고티어,딜러,전문가,메이,47.5,4.4,-0.681,C
2026-08-21_0340,고티어,힐러,의무관,모이라,48.3,12.5,0.445,S
2026-08-21_0340,고티어,힐러,전술가,루시우,48.7,6.8,0.092,A
2026-08-21_0340,고티어,힐러,생존왕,미즈키,47.4,11.1,-0.041,B
2026-08-21_0340,고티어,힐러,의무관,메르시,47.0,2.6,-0.966,B
2026-08-21_0340,고티어,힐러,의무관,라이프위버,43.3,2.8,-2.428,C
2026-08-21_0340,고티어,힐러,전술가,바티스트,42.6,4.2,-2.582,D
