날짜,랭크그룹,메인역할,서브롤,영웅,승률(%),픽률(%),점수,티어
2026-06-06_1600,저티어,탱커,강건한 자,도미나,52.8,6.3,1.626,S
2026-06-06_1600,저티어,탱커,개시자,둠피스트,51.6,9.8,1.427,A
2026-06-06_1600,저티어,탱커,강건한 자,라인하르트,51.9,7.9,1.394,A
2026-06-06_1600,저티어,탱커,투사,마우가,49.7,11.6,0.811,B
2026-06-06_1600,저티어,탱커,강건한 자,라마트라,49.9,6.9,0.514,B
2026-06-06_1600,저티어,탱커,개시자,레킹볼,49.5,3.3,0.065,C
2026-06-06_1600,저티어,탱커,개시자,D.VA,46.5,7.8,-0.774,C
2026-06-06_1600,저티어,탱커,투사,로드호그,45.0,6.2,-1.502,D
2026-06-06_1600,저티어,딜러,측면 공격가,리퍼,53.7,11.9,2.32,S
2026-06-06_1600,저티어,딜러,전문가,메이,53.4,5.4,1.741,A
2026-06-06_1600,저티어,딜러,측면 공격가,겐지,50.8,12.8,1.224,B
2026-06-06_1600,저티어,딜러,전문가,바스티온,48.3,9.1,-0.038,C
2026-06-06_1600,저티어,딜러,측면 공격가,벤데타,48.9,3.3,-0.207,D
2026-06-06_1600,저티어,힐러,생존왕,미즈키,51.9,12.1,1.551,S
2026-06-06_1600,저티어,힐러,의무관,모이라,49.9,12.8,0.796,A
2026-06-06_1600,저티어,힐러,의무관,라이프위버,50.4,9.1,0.755,B
2026-06-06_1600,저티어,힐러,전술가,루시우,50.1,6.4,0.458,B
2026-06-06_1600,저티어,힐러,의무관,메르시,46.9,9.0,-0.652,C
2026-06-06_1600,저티어,힐러,전술가,바티스트,47.4,5.7,-0.668,D
2026-06-06_1600,중티어,탱커,강건한 자,도미나,52.8,6.3,1.626,S
2026-06-06_1600,중티어,탱커,개시자,둠피스트,51.6,9.8,1.427,A
2026-06-06_1600,중티어,탱커,강건한 자,라인하르트,51.9,7.9,1.394,A
2026-06-06_1600,중티어,탱커,투사,마우가,49.7,11.6,0.811,B
2026-06-06_1600,중티어,탱커,강건한 자,라마트라,49.9,6.9,0.514,B
2026-06-06_1600,중티어,탱커,개시자,레킹볼,49.5,3.3,0.065,C
2026-06-06_1600,중티어,탱커,개시자,D.VA,46.5,7.8,-0.774,C
2026-06-06_1600,중티어,탱커,투사,로드호그,45.0,6.2,-1.502,D
2026-06-06_1600,중티어,딜러,측면 공격가,리퍼,53.7,11.9,2.32,S
2026-06-06_1600,중티어,딜러,전문가,메이,53.4,5.4,1.741,A
2026-06-06_1600,중티어,딜러,측면 공격가,겐지,50.8,12.8,1.224,B
2026-06-06_1600,중티어,딜러,전문가,바스티온,48.3,9.1,-0.038,C
2026-06-06_1600,중티어,딜러,측면 공격가,벤데타,48.9,3.3,-0.207,D
2026-06-06_1600,중티어,힐러,생존왕,미즈키,51.9,12.1,1.551,S
2026-06-06_1600,중티어,힐러,의무관,모이라,49.9,12.8,0.796,A
2026-06-06_1600,중티어,힐러,의무관,라이프위버,50.4,9.1,0.755,B
2026-06-06_1600,중티어,힐러,전술가,루시우,50.1,6.4,0.458,B
2026-06-06_1600,중티어,힐러,의무관,메르시,46.9,9.0,-0.652,C
2026-06-06_1600,중티어,힐러,전술가,바티스트,47.4,5.7,-0.668,D
2026-06-06_1600,고티어,탱커,강건한 자,도미나,52.8,6.3,1.626,S
2026-06-06_1600,고티어,탱커,개시자,둠피스트,51.6,9.8,1.427,A
2026-06-06_1600,고티어,탱커,강건한 자,라인하르트,51.9,7.9,1.394,A
2026-06-06_1600,고티어,탱커,투사,마우가,49.7,11.6,0.811,B
2026-06-06_1600,고티어,탱커,강건한 자,라마트라,49.9,6.9,0.514,B
2026-06-06_1600,고티어,탱커,개시자,레킹볼,49.5,3.3,0.065,C
2026-06-06_1600,고티어,탱커,개시자,D.VA,46.5,7.8,-0.774,C
2026-06-06_1600,고티어,탱커,투사,로드호그,45.0,6.2,-1.502,D
2026-06-06_1600,고티어,딜러,측면 공격가,리퍼,53.7,11.9,2.32,S
2026-06-06_1600,고티어,딜러,전문가,메이,53.4,5.4,1.741,A
2026-06-06_1600,고티어,딜러,측면 공격가,겐지,50.8,12.8,1.224,B
2026-06-06_1600,고티어,딜러,전문가,바스티온,48.3,9.1,-0.038,C
2026-06-06_1600,고티어,딜러,측면 공격가,벤데타,48.9,3.3,-0.207,D
2026-06-06_1600,고티어,힐러,생존왕,미즈키,51.9,12.1,1.551,S
2026-06-06_1600,고티어,힐러,의무관,모이라,49.9,12.8,0.796,A
2026-06-06_1600,고티어,힐러,의무관,라이프위버,50.4,9.1,0.755,B
2026-06-06_1600,고티어,힐러,전술가,루시우,50.1,6.4,0.458,B
2026-06-06_1600,고티어,힐러,의무관,메르시,46.9,9.0,-0.652,C
2026-06-06_1600,고티어,힐러,전술가,바티스트,47.4,5.7,-0.668,D
