날짜,랭크그룹,메인역할,서브롤,영웅,승률(%),픽률(%),점수,티어
2026-07-20_1618,저티어,탱커,강건한 자,라인하르트,52.2,9.3,1.718,S
2026-07-20_1618,저티어,탱커,개시자,둠피스트,52.8,3.5,1.435,A
2026-07-20_1618,저티어,탱커,강건한 자,라마트라,49.8,10.5,0.866,A
2026-07-20_1618,저티어,탱커,강건한 자,도미나,49.6,5.2,0.308,B
2026-07-20_1618,저티어,탱커,개시자,레킹볼,50.2,2.4,0.296,B
2026-07-20_1618,저티어,탱커,투사,마우가,48.4,8.9,0.162,C
2026-07-20_1618,저티어,탱커,개시자,D.VA,46.1,7.8,-0.858,C
2026-07-20_1618,저티어,탱커,투사,로드호그,45.0,5.7,-1.487,D
2026-07-20_1618,저티어,딜러,측면 공격가,겐지,53.9,8.6,2.132,S
2026-07-20_1618,저티어,딜러,전문가,메이,52.8,8.9,1.712,A
2026-07-20_1618,저티어,딜러,측면 공격가,리퍼,51.7,10.0,1.345,B
2026-07-20_1618,저티어,딜러,측면 공격가,벤데타,51.0,4.0,0.666,C
2026-07-20_1618,저티어,딜러,전문가,바스티온,47.5,13.6,-0.095,D
2026-07-20_1618,저티어,힐러,생존왕,미즈키,53.4,16.3,2.199,S
2026-07-20_1618,저티어,힐러,의무관,모이라,51.0,30.3,1.961,A
2026-07-20_1618,저티어,힐러,전술가,루시우,46.3,5.7,-1.186,B
2026-07-20_1618,저티어,힐러,의무관,메르시,44.7,8.1,-1.703,B
2026-07-20_1618,저티어,힐러,의무관,라이프위버,45.0,5.5,-1.717,C
2026-07-20_1618,저티어,힐러,전술가,바티스트,44.5,4.0,-1.994,D
2026-07-20_1618,중티어,탱커,개시자,둠피스트,51.0,8.0,1.163,S
2026-07-20_1618,중티어,탱커,강건한 자,라인하르트,49.8,9.2,0.798,A
2026-07-20_1618,중티어,탱커,강건한 자,도미나,51.0,3.0,0.686,A
2026-07-20_1618,중티어,탱커,강건한 자,라마트라,49.1,6.5,0.26,B
2026-07-20_1618,중티어,탱커,투사,마우가,47.7,7.4,-0.214,B
2026-07-20_1618,중티어,탱커,개시자,레킹볼,48.4,4.0,-0.258,C
2026-07-20_1618,중티어,탱커,개시자,D.VA,47.3,5.5,-0.555,C
2026-07-20_1618,중티어,탱커,투사,로드호그,43.3,6.7,-2.041,D
2026-07-20_1618,중티어,딜러,측면 공격가,겐지,52.2,15.4,1.949,S
2026-07-20_1618,중티어,딜러,측면 공격가,벤데타,52.0,3.8,1.064,A
2026-07-20_1618,중티어,딜러,전문가,메이,50.5,8.5,0.79,B
2026-07-20_1618,중티어,딜러,측면 공격가,리퍼,49.2,10.0,0.374,C
2026-07-20_1618,중티어,딜러,전문가,바스티온,47.6,5.5,-0.578,D
2026-07-20_1618,중티어,힐러,생존왕,미즈키,51.1,11.1,1.29,S
2026-07-20_1618,중티어,힐러,의무관,모이라,49.6,17.6,1.188,A
2026-07-20_1618,중티어,힐러,전술가,루시우,48.4,3.3,-0.387,B
2026-07-20_1618,중티어,힐러,의무관,메르시,47.5,4.9,-0.625,B
2026-07-20_1618,중티어,힐러,전술가,바티스트,44.9,4.6,-1.688,C
2026-07-20_1618,중티어,힐러,의무관,라이프위버,44.6,5.5,-1.739,D
2026-07-20_1618,고티어,탱커,강건한 자,도미나,51.0,2.5,0.655,S
2026-07-20_1618,고티어,탱커,개시자,둠피스트,48.7,11.3,0.634,A
2026-07-20_1618,고티어,탱커,강건한 자,라마트라,48.6,5.7,0.022,A
2026-07-20_1618,고티어,탱커,개시자,레킹볼,47.8,4.7,-0.4,B
2026-07-20_1618,고티어,탱커,개시자,D.VA,46.7,4.7,-0.84,B
2026-07-20_1618,고티어,탱커,강건한 자,라인하르트,46.0,6.0,-0.987,C
2026-07-20_1618,고티어,탱커,투사,마우가,44.6,7.2,-1.425,C
2026-07-20_1618,고티어,탱커,투사,로드호그,42.3,4.9,-2.58,D
2026-07-20_1618,고티어,딜러,측면 공격가,겐지,50.7,14.3,1.418,S
2026-07-20_1618,고티어,딜러,측면 공격가,리퍼,51.0,10.5,1.236,A
2026-07-20_1618,고티어,딜러,전문가,메이,49.3,6.1,0.205,B
2026-07-20_1618,고티어,딜러,측면 공격가,벤데타,48.8,3.8,-0.178,C
2026-07-20_1618,고티어,딜러,전문가,바스티온,47.8,3.0,-0.641,D
2026-07-20_1618,고티어,힐러,생존왕,미즈키,52.7,11.8,2.15,S
2026-07-20_1618,고티어,힐러,전술가,루시우,49.7,4.8,0.315,A
2026-07-20_1618,고티어,힐러,의무관,모이라,48.0,11.8,0.27,B
2026-07-20_1618,고티어,힐러,전술가,바티스트,46.0,4.2,-1.219,B
2026-07-20_1618,고티어,힐러,의무관,메르시,45.2,3.7,-1.584,C
2026-07-20_1618,고티어,힐러,의무관,라이프위버,38.5,3.4,-4.292,D
