날짜,랭크그룹,메인역할,서브롤,영웅,승률(%),픽률(%),점수,티어
2026-08-26_1608,저티어,탱커,개시자,둠피스트,52.9,2.8,1.444,S
2026-08-26_1608,저티어,탱커,강건한 자,라인하르트,51.4,7.2,1.289,A
2026-08-26_1608,저티어,탱커,강건한 자,라마트라,50.2,11.5,1.245,A
2026-08-26_1608,저티어,탱커,강건한 자,도미나,50.0,7.2,0.729,B
2026-08-26_1608,저티어,탱커,개시자,레킹볼,48.5,1.8,-0.418,B
2026-08-26_1608,저티어,탱커,개시자,D.VA,47.0,6.8,-0.511,C
2026-08-26_1608,저티어,탱커,투사,마우가,46.0,6.2,-0.972,C
2026-08-26_1608,저티어,탱커,투사,로드호그,44.2,3.9,-1.925,D
2026-08-26_1608,저티어,딜러,측면 공격가,리퍼,52.6,9.6,1.603,S
2026-08-26_1608,저티어,딜러,전문가,메이,52.3,9.1,1.454,A
2026-08-26_1608,저티어,딜러,측면 공격가,겐지,50.8,6.4,0.696,B
2026-08-26_1608,저티어,딜러,전문가,바스티온,49.4,15.8,0.687,C
2026-08-26_1608,저티어,힐러,의무관,모이라,51.9,30.0,2.396,S
2026-08-26_1608,저티어,힐러,생존왕,미즈키,51.8,17.7,1.685,A
2026-08-26_1608,저티어,힐러,전술가,루시우,47.2,4.5,-0.875,B
2026-08-26_1608,저티어,힐러,전술가,바티스트,44.2,5.2,-2.036,B
2026-08-26_1608,저티어,힐러,의무관,메르시,43.2,4.7,-2.464,C
2026-08-26_1608,저티어,힐러,의무관,라이프위버,42.3,3.9,-2.867,D
2026-08-26_1608,중티어,탱커,강건한 자,라인하르트,51.2,7.9,1.332,S
2026-08-26_1608,중티어,탱커,개시자,둠피스트,50.5,6.6,0.912,A
2026-08-26_1608,중티어,탱커,강건한 자,라마트라,49.3,8.1,0.594,A
2026-08-26_1608,중티어,탱커,강건한 자,도미나,50.3,2.8,0.422,B
2026-08-26_1608,중티어,탱커,개시자,레킹볼,49.5,3.1,0.134,B
2026-08-26_1608,중티어,탱커,투사,마우가,47.8,6.0,-0.233,C
2026-08-26_1608,중티어,탱커,개시자,D.VA,45.7,5.5,-1.127,C
2026-08-26_1608,중티어,탱커,투사,로드호그,42.8,4.5,-2.395,D
2026-08-26_1608,중티어,딜러,측면 공격가,겐지,51.7,11.3,1.341,S
2026-08-26_1608,중티어,딜러,측면 공격가,리퍼,51.2,12.7,1.223,A
2026-08-26_1608,중티어,딜러,전문가,메이,50.8,8.3,0.806,B
2026-08-26_1608,중티어,딜러,전문가,바스티온,47.9,8.7,-0.331,C
2026-08-26_1608,중티어,힐러,의무관,모이라,50.8,23.1,1.91,S
2026-08-26_1608,중티어,힐러,생존왕,미즈키,49.6,12.2,0.68,A
2026-08-26_1608,중티어,힐러,전술가,루시우,47.7,3.9,-0.652,B
2026-08-26_1608,중티어,힐러,의무관,라이프위버,47.0,4.2,-0.911,B
2026-08-26_1608,중티어,힐러,의무관,메르시,45.5,3.2,-1.58,C
2026-08-26_1608,중티어,힐러,전술가,바티스트,44.7,5.7,-1.728,D
2026-08-26_1608,고티어,탱커,개시자,둠피스트,49.1,10.0,0.721,S
2026-08-26_1608,고티어,탱커,투사,마우가,49.2,6.2,0.35,A
2026-08-26_1608,고티어,탱커,강건한 자,도미나,50.1,2.1,0.267,A
2026-08-26_1608,고티어,탱커,강건한 자,라마트라,48.8,5.3,0.093,B
2026-08-26_1608,고티어,탱커,개시자,레킹볼,48.9,4.9,0.09,B
2026-08-26_1608,고티어,탱커,강건한 자,라인하르트,48.7,4.9,0.01,C
2026-08-26_1608,고티어,탱커,개시자,D.VA,46.6,5.5,-0.765,C
2026-08-26_1608,고티어,탱커,투사,로드호그,45.6,5.5,-1.165,D
2026-08-26_1608,고티어,딜러,측면 공격가,겐지,48.6,13.3,0.39,S
2026-08-26_1608,고티어,딜러,측면 공격가,리퍼,48.9,11.0,0.346,A
2026-08-26_1608,고티어,딜러,전문가,메이,46.6,4.5,-1.039,B
2026-08-26_1608,고티어,딜러,전문가,바스티온,45.2,4.8,-1.577,C
2026-08-26_1608,고티어,힐러,의무관,모이라,49.1,12.9,0.816,S
2026-08-26_1608,고티어,힐러,생존왕,미즈키,47.7,11.0,0.083,A
2026-08-26_1608,고티어,힐러,전술가,루시우,47.6,6.8,-0.34,B
2026-08-26_1608,고티어,힐러,의무관,메르시,44.9,2.4,-1.821,B
2026-08-26_1608,고티어,힐러,의무관,라이프위버,43.1,2.1,-2.569,C
2026-08-26_1608,고티어,힐러,전술가,바티스트,42.2,4.3,-2.728,D
