날짜,랭크그룹,메인역할,서브롤,영웅,승률(%),픽률(%),점수,티어
2026-08-13_0443,저티어,탱커,개시자,둠피스트,61.1,2.0,4.657,S
2026-08-13_0443,저티어,탱커,강건한 자,라인하르트,57.7,5.5,3.677,A
2026-08-13_0443,저티어,탱커,강건한 자,라마트라,52.9,10.9,2.344,A
2026-08-13_0443,저티어,탱커,개시자,레킹볼,53.0,2.6,1.482,B
2026-08-13_0443,저티어,탱커,투사,마우가,50.3,6.9,0.869,B
2026-08-13_0443,저티어,탱커,개시자,D.VA,48.5,5.2,-0.035,C
2026-08-13_0443,저티어,탱커,강건한 자,도미나,47.9,5.2,-0.275,C
2026-08-13_0443,저티어,탱커,투사,로드호그,41.0,5.9,-2.959,D
2026-08-13_0443,저티어,딜러,측면 공격가,겐지,62.7,5.9,5.397,S
2026-08-13_0443,저티어,딜러,전문가,바스티온,57.2,18.6,3.879,A
2026-08-13_0443,저티어,딜러,측면 공격가,리퍼,55.1,9.8,2.566,B
2026-08-13_0443,저티어,딜러,전문가,메이,49.8,10.4,0.478,C
2026-08-13_0443,저티어,힐러,생존왕,미즈키,52.2,18.0,1.808,S
2026-08-13_0443,저티어,힐러,의무관,모이라,50.2,30.2,1.638,A
2026-08-13_0443,저티어,힐러,전술가,루시우,50.2,7.2,0.451,B
2026-08-13_0443,저티어,힐러,의무관,라이프위버,46.2,6.0,-1.211,B
2026-08-13_0443,저티어,힐러,의무관,메르시,43.0,3.5,-2.619,C
2026-08-13_0443,저티어,힐러,전술가,바티스트,39.7,4.9,-3.867,D
2026-08-13_0443,중티어,탱커,강건한 자,라마트라,53.2,8.1,2.191,S
2026-08-13_0443,중티어,탱커,개시자,레킹볼,54.7,2.7,2.184,A
2026-08-13_0443,중티어,탱커,개시자,둠피스트,53.0,6.1,1.886,A
2026-08-13_0443,중티어,탱커,강건한 자,라인하르트,51.3,7.4,1.352,B
2026-08-13_0443,중티어,탱커,투사,마우가,49.9,5.7,0.601,B
2026-08-13_0443,중티어,탱커,강건한 자,도미나,49.0,3.4,-0.018,C
2026-08-13_0443,중티어,탱커,개시자,D.VA,48.1,5.3,-0.164,C
2026-08-13_0443,중티어,탱커,투사,로드호그,42.2,4.0,-2.67,D
2026-08-13_0443,중티어,딜러,측면 공격가,리퍼,52.4,12.1,1.679,S
2026-08-13_0443,중티어,딜러,전문가,메이,51.1,7.9,0.909,A
2026-08-13_0443,중티어,딜러,측면 공격가,겐지,50.4,12.3,0.891,B
2026-08-13_0443,중티어,딜러,전문가,바스티온,47.0,8.1,-0.719,C
2026-08-13_0443,중티어,힐러,의무관,모이라,51.2,23.0,2.091,S
2026-08-13_0443,중티어,힐러,생존왕,미즈키,49.2,11.6,0.492,A
2026-08-13_0443,중티어,힐러,전술가,루시우,47.8,3.8,-0.614,B
2026-08-13_0443,중티어,힐러,의무관,라이프위버,46.7,5.0,-0.97,B
2026-08-13_0443,중티어,힐러,전술가,바티스트,41.5,5.3,-3.029,C
2026-08-13_0443,중티어,힐러,의무관,메르시,39.8,2.7,-3.891,D
2026-08-13_0443,고티어,탱커,개시자,레킹볼,58.1,5.5,3.787,S
2026-08-13_0443,고티어,탱커,개시자,둠피스트,50.8,8.0,1.115,A
2026-08-13_0443,고티어,탱커,투사,마우가,50.5,7.5,0.945,A
2026-08-13_0443,고티어,탱커,강건한 자,도미나,48.2,4.2,-0.303,B
2026-08-13_0443,고티어,탱커,강건한 자,라인하르트,47.8,5.3,-0.353,B
2026-08-13_0443,고티어,탱커,투사,로드호그,44.7,7.2,-1.404,C
2026-08-13_0443,고티어,탱커,개시자,D.VA,44.7,6.1,-1.514,C
2026-08-13_0443,고티어,탱커,강건한 자,라마트라,42.7,4.5,-2.473,D
2026-08-13_0443,고티어,딜러,측면 공격가,리퍼,55.8,13.1,3.143,S
2026-08-13_0443,고티어,딜러,측면 공격가,겐지,50.0,16.3,1.024,A
2026-08-13_0443,고티어,딜러,전문가,메이,46.1,4.2,-1.296,B
2026-08-13_0443,고티어,딜러,전문가,바스티온,30.5,4.6,-7.511,C
2026-08-13_0443,고티어,힐러,의무관,모이라,51.1,12.2,1.461,S
2026-08-13_0443,고티어,힐러,전술가,루시우,49.4,6.7,0.321,A
2026-08-13_0443,고티어,힐러,생존왕,미즈키,44.7,11.6,-1.149,B
2026-08-13_0443,고티어,힐러,전술가,바티스트,44.5,6.0,-1.698,B
2026-08-13_0443,고티어,힐러,의무관,메르시,26.4,3.7,-9.13,C
2026-08-13_0443,고티어,힐러,의무관,라이프위버,23.1,2.8,-10.526,D
