날짜,랭크그룹,메인역할,서브롤,영웅,승률(%),픽률(%),점수,티어
2026-05-11_1718,저티어,탱커,강건한 자,도미나,51.4,7.4,1.23,S
2026-05-11_1718,저티어,탱커,강건한 자,라인하르트,51.1,8.0,1.165,A
2026-05-11_1718,저티어,탱커,개시자,둠피스트,51.9,2.7,1.005,A
2026-05-11_1718,저티어,탱커,강건한 자,라마트라,49.7,9.6,0.749,B
2026-05-11_1718,저티어,탱커,투사,마우가,48.9,9.1,0.384,B
2026-05-11_1718,저티어,탱커,개시자,D.VA,48.1,9.6,0.109,C
2026-05-11_1718,저티어,탱커,개시자,레킹볼,49.0,2.1,-0.21,C
2026-05-11_1718,저티어,탱커,투사,로드호그,44.0,4.5,-1.992,D
2026-05-11_1718,저티어,딜러,측면 공격가,리퍼,52.7,14.0,1.92,S
2026-05-11_1718,저티어,딜러,측면 공격가,겐지,51.8,8.1,1.206,A
2026-05-11_1718,저티어,딜러,전문가,메이,50.9,5.4,0.684,B
2026-05-11_1718,저티어,딜러,전문가,바스티온,47.4,12.5,-0.29,C
2026-05-11_1718,저티어,힐러,생존왕,미즈키,51.8,12.7,1.419,S
2026-05-11_1718,저티어,힐러,의무관,모이라,49.2,23.7,0.985,A
2026-05-11_1718,저티어,힐러,전술가,루시우,48.3,8.9,-0.19,B
2026-05-11_1718,저티어,힐러,의무관,라이프위버,47.3,5.9,-0.755,B
2026-05-11_1718,저티어,힐러,의무관,메르시,45.1,9.1,-1.459,C
2026-05-11_1718,저티어,힐러,전술가,바티스트,44.5,5.1,-1.919,D
2026-05-11_1718,중티어,탱커,강건한 자,도미나,52.1,4.3,1.257,S
2026-05-11_1718,중티어,탱커,개시자,둠피스트,50.7,6.5,0.91,A
2026-05-11_1718,중티어,탱커,개시자,D.VA,50.1,7.2,0.738,A
2026-05-11_1718,중티어,탱커,강건한 자,라마트라,48.6,4.9,-0.085,B
2026-05-11_1718,중티어,탱커,투사,마우가,47.3,10.0,-0.11,B
2026-05-11_1718,중티어,탱커,강건한 자,라인하르트,47.9,7.2,-0.142,C
2026-05-11_1718,중티어,탱커,개시자,레킹볼,48.0,3.3,-0.48,C
2026-05-11_1718,중티어,탱커,투사,로드호그,42.6,6.1,-2.368,D
2026-05-11_1718,중티어,딜러,측면 공격가,겐지,52.0,16.1,1.752,S
2026-05-11_1718,중티어,딜러,측면 공격가,리퍼,51.8,13.1,1.494,A
2026-05-11_1718,중티어,딜러,전문가,메이,48.6,5.5,-0.235,B
2026-05-11_1718,중티어,딜러,전문가,바스티온,47.0,5.9,-0.851,C
2026-05-11_1718,중티어,힐러,생존왕,미즈키,48.9,8.4,0.249,S
2026-05-11_1718,중티어,힐러,전술가,루시우,48.7,5.3,-0.085,A
2026-05-11_1718,중티어,힐러,의무관,모이라,46.7,11.1,-0.41,B
2026-05-11_1718,중티어,힐러,의무관,라이프위버,47.4,7.5,-0.425,B
2026-05-11_1718,중티어,힐러,의무관,메르시,47.6,5.9,-0.476,C
2026-05-11_1718,중티어,힐러,전술가,바티스트,43.7,5.7,-2.053,D
2026-05-11_1718,고티어,탱커,개시자,D.VA,51.5,4.7,1.131,S
2026-05-11_1718,고티어,탱커,강건한 자,도미나,51.9,3.2,1.121,A
2026-05-11_1718,고티어,탱커,개시자,둠피스트,48.1,10.0,0.369,A
2026-05-11_1718,고티어,탱커,개시자,레킹볼,47.0,4.2,-0.726,B
2026-05-11_1718,고티어,탱커,강건한 자,라마트라,47.3,3.1,-0.73,B
2026-05-11_1718,고티어,탱커,투사,마우가,45.6,8.3,-0.823,C
2026-05-11_1718,고티어,탱커,투사,로드호그,42.1,4.8,-2.618,C
2026-05-11_1718,고티어,탱커,강건한 자,라인하르트,41.9,4.2,-2.766,D
2026-05-11_1718,고티어,딜러,측면 공격가,리퍼,52.8,12.9,2.005,S
2026-05-11_1718,고티어,딜러,측면 공격가,겐지,50.3,15.1,1.155,A
2026-05-11_1718,고티어,딜러,전문가,바스티온,47.2,3.7,-0.866,B
2026-05-11_1718,고티어,딜러,전문가,메이,47.1,3.3,-0.934,C
2026-05-11_1718,고티어,힐러,전술가,루시우,48.3,6.8,0.064,S
2026-05-11_1718,고티어,힐러,생존왕,미즈키,46.6,5.7,-0.736,A
2026-05-11_1718,고티어,힐러,의무관,모이라,46.2,4.8,-0.995,B
2026-05-11_1718,고티어,힐러,의무관,메르시,46.3,4.4,-0.999,B
2026-05-11_1718,고티어,힐러,의무관,라이프위버,44.9,5.1,-1.482,C
2026-05-11_1718,고티어,힐러,전술가,바티스트,43.6,6.1,-1.893,D
