날짜,랭크그룹,메인역할,서브롤,영웅,승률(%),픽률(%),점수,티어
2026-09-09_1807,저티어,탱커,개시자,둠피스트,78.7,9.4,12.008,S
2026-09-09_1807,저티어,탱커,개시자,레킹볼,72.2,9.9,9.436,A
2026-09-09_1807,저티어,탱커,개시자,D.VA,71.6,9.6,9.179,A
2026-09-09_1807,저티어,탱커,투사,로드호그,57.2,7.4,3.295,B
2026-09-09_1807,저티어,탱커,강건한 자,라인하르트,53.6,13.9,2.22,B
2026-09-09_1807,저티어,탱커,강건한 자,라마트라,49.6,16.2,0.749,C
2026-09-09_1807,저티어,탱커,강건한 자,도미나,38.0,11.0,-4.182,C
2026-09-09_1807,저티어,탱커,투사,마우가,32.0,8.1,-6.745,D
2026-09-09_1807,저티어,딜러,측면 공격가,겐지,59.0,7.6,4.041,S
2026-09-09_1807,저티어,딜러,측면 공격가,리퍼,58.0,9.5,3.751,A
2026-09-09_1807,저티어,딜러,전문가,메이,55.2,9.5,2.631,B
2026-09-09_1807,저티어,딜러,전문가,바스티온,47.3,14.8,-0.222,C
2026-09-09_1807,저티어,힐러,전술가,바티스트,80.2,6.9,12.371,S
2026-09-09_1807,저티어,힐러,의무관,메르시,70.0,8.1,8.342,A
2026-09-09_1807,저티어,힐러,의무관,모이라,54.7,28.1,3.066,B
2026-09-09_1807,저티어,힐러,의무관,라이프위버,56.1,10.0,2.862,B
2026-09-09_1807,저티어,힐러,생존왕,미즈키,53.1,20.1,2.088,C
2026-09-09_1807,저티어,힐러,전술가,루시우,46.7,12.1,-0.809,D
2026-09-09_1807,중티어,탱커,강건한 자,라인하르트,51.3,8.1,1.388,S
2026-09-09_1807,중티어,탱커,개시자,둠피스트,50.5,7.1,0.961,A
2026-09-09_1807,중티어,탱커,강건한 자,라마트라,49.0,7.8,0.436,A
2026-09-09_1807,중티어,탱커,강건한 자,도미나,50.1,2.7,0.329,B
2026-09-09_1807,중티어,탱커,개시자,레킹볼,49.6,3.2,0.183,B
2026-09-09_1807,중티어,탱커,투사,마우가,47.7,6.1,-0.266,C
2026-09-09_1807,중티어,탱커,개시자,D.VA,45.8,5.2,-1.123,C
2026-09-09_1807,중티어,탱커,투사,로드호그,42.8,4.6,-2.387,D
2026-09-09_1807,중티어,딜러,측면 공격가,겐지,51.5,11.1,1.255,S
2026-09-09_1807,중티어,딜러,측면 공격가,리퍼,51.2,12.7,1.229,A
2026-09-09_1807,중티어,딜러,전문가,메이,50.4,8.1,0.638,B
2026-09-09_1807,중티어,딜러,전문가,바스티온,47.6,8.8,-0.441,C
2026-09-09_1807,중티어,힐러,의무관,모이라,50.8,23.0,1.894,S
2026-09-09_1807,중티어,힐러,생존왕,미즈키,49.3,11.9,0.534,A
2026-09-09_1807,중티어,힐러,전술가,루시우,47.9,3.7,-0.587,B
2026-09-09_1807,중티어,힐러,의무관,라이프위버,46.6,5.1,-1.011,B
2026-09-09_1807,중티어,힐러,의무관,메르시,45.8,3.2,-1.461,C
2026-09-09_1807,중티어,힐러,전술가,바티스트,45.0,5.7,-1.61,D
2026-09-09_1807,고티어,탱커,강건한 자,도미나,52.3,2.0,1.139,S
2026-09-09_1807,고티어,탱커,개시자,둠피스트,49.7,10.5,1.028,A
2026-09-09_1807,고티어,탱커,강건한 자,라인하르트,47.8,5.1,-0.322,A
2026-09-09_1807,고티어,탱커,강건한 자,라마트라,47.5,4.8,-0.475,B
2026-09-09_1807,고티어,탱커,투사,마우가,47.1,5.7,-0.537,B
2026-09-09_1807,고티어,탱커,개시자,레킹볼,46.7,5.2,-0.751,C
2026-09-09_1807,고티어,탱커,투사,로드호그,46.2,5.3,-0.941,C
2026-09-09_1807,고티어,탱커,개시자,D.VA,45.6,5.3,-1.181,D
2026-09-09_1807,고티어,딜러,측면 공격가,겐지,49.4,13.9,0.768,S
2026-09-09_1807,고티어,딜러,측면 공격가,리퍼,49.2,10.3,0.427,A
2026-09-09_1807,고티어,딜러,전문가,바스티온,47.2,4.9,-0.765,B
2026-09-09_1807,고티어,딜러,전문가,메이,45.5,4.0,-1.51,C
2026-09-09_1807,고티어,힐러,의무관,모이라,48.0,13.6,0.403,S
2026-09-09_1807,고티어,힐러,전술가,루시우,49.1,6.9,0.25,A
2026-09-09_1807,고티어,힐러,생존왕,미즈키,47.2,10.8,-0.165,B
2026-09-09_1807,고티어,힐러,전술가,바티스트,45.5,4.4,-1.411,B
2026-09-09_1807,고티어,힐러,의무관,메르시,44.7,2.2,-1.925,C
2026-09-09_1807,고티어,힐러,의무관,라이프위버,41.1,2.8,-3.312,D
