날짜,랭크그룹,메인역할,서브롤,영웅,승률(%),픽률(%),점수,티어
2026-07-18_1542,저티어,탱커,개시자,둠피스트,52.9,3.5,1.475,S
2026-07-18_1542,저티어,탱커,강건한 자,라인하르트,51.4,9.1,1.38,A
2026-07-18_1542,저티어,탱커,강건한 자,라마트라,49.7,10.5,0.826,A
2026-07-18_1542,저티어,탱커,투사,마우가,49.4,9.0,0.571,B
2026-07-18_1542,저티어,탱커,개시자,레킹볼,50.3,2.4,0.336,B
2026-07-18_1542,저티어,탱커,강건한 자,도미나,48.9,5.2,0.028,C
2026-07-18_1542,저티어,탱커,개시자,D.VA,47.7,7.9,-0.209,C
2026-07-18_1542,저티어,탱커,투사,로드호그,46.3,5.7,-0.967,D
2026-07-18_1542,저티어,딜러,측면 공격가,겐지,53.5,8.8,1.988,S
2026-07-18_1542,저티어,딜러,전문가,메이,52.8,8.8,1.708,A
2026-07-18_1542,저티어,딜러,측면 공격가,리퍼,51.4,9.9,1.221,B
2026-07-18_1542,저티어,딜러,측면 공격가,벤데타,49.9,4.0,0.227,C
2026-07-18_1542,저티어,딜러,전문가,바스티온,47.4,13.4,-0.145,D
2026-07-18_1542,저티어,힐러,생존왕,미즈키,53.5,16.0,2.218,S
2026-07-18_1542,저티어,힐러,의무관,모이라,50.4,30.5,1.72,A
2026-07-18_1542,저티어,힐러,전술가,루시우,46.3,5.7,-1.189,B
2026-07-18_1542,저티어,힐러,의무관,라이프위버,45.3,5.9,-1.578,B
2026-07-18_1542,저티어,힐러,전술가,바티스트,44.7,4.2,-1.905,C
2026-07-18_1542,저티어,힐러,의무관,메르시,44.0,8.1,-1.986,D
2026-07-18_1542,중티어,탱커,개시자,둠피스트,51.0,8.0,1.154,S
2026-07-18_1542,중티어,탱커,강건한 자,도미나,51.9,3.2,1.062,A
2026-07-18_1542,중티어,탱커,강건한 자,라인하르트,49.6,9.1,0.698,A
2026-07-18_1542,중티어,탱커,강건한 자,라마트라,49.0,6.5,0.213,B
2026-07-18_1542,중티어,탱커,투사,마우가,48.3,7.7,0.046,B
2026-07-18_1542,중티어,탱커,개시자,레킹볼,48.9,4.2,-0.044,C
2026-07-18_1542,중티어,탱커,개시자,D.VA,47.0,5.5,-0.681,C
2026-07-18_1542,중티어,탱커,투사,로드호그,43.6,6.7,-1.928,D
2026-07-18_1542,중티어,딜러,측면 공격가,겐지,52.1,15.6,1.923,S
2026-07-18_1542,중티어,딜러,측면 공격가,벤데타,52.1,3.9,1.111,A
2026-07-18_1542,중티어,딜러,전문가,메이,49.9,8.4,0.543,B
2026-07-18_1542,중티어,딜러,측면 공격가,리퍼,49.5,9.9,0.488,C
2026-07-18_1542,중티어,딜러,전문가,바스티온,47.1,5.4,-0.785,D
2026-07-18_1542,중티어,힐러,의무관,모이라,49.7,17.6,1.234,S
2026-07-18_1542,중티어,힐러,생존왕,미즈키,50.7,11.0,1.126,A
2026-07-18_1542,중티어,힐러,의무관,메르시,48.0,4.9,-0.423,B
2026-07-18_1542,중티어,힐러,전술가,루시우,48.3,3.3,-0.426,B
2026-07-18_1542,중티어,힐러,전술가,바티스트,45.7,4.5,-1.374,C
2026-07-18_1542,중티어,힐러,의무관,라이프위버,44.7,5.5,-1.697,D
2026-07-18_1542,고티어,탱커,강건한 자,도미나,51.8,2.4,0.967,S
2026-07-18_1542,고티어,탱커,강건한 자,라마트라,48.3,6.3,-0.031,A
2026-07-18_1542,고티어,탱커,개시자,둠피스트,47.2,10.5,-0.038,A
2026-07-18_1542,고티어,탱커,강건한 자,라인하르트,48.2,5.7,-0.133,B
2026-07-18_1542,고티어,탱커,개시자,D.VA,47.9,4.7,-0.356,B
2026-07-18_1542,고티어,탱커,개시자,레킹볼,47.0,4.3,-0.757,C
2026-07-18_1542,고티어,탱커,투사,마우가,44.9,7.3,-1.288,C
2026-07-18_1542,고티어,탱커,투사,로드호그,44.2,5.4,-1.764,D
2026-07-18_1542,고티어,딜러,측면 공격가,리퍼,50.9,10.4,1.201,S
2026-07-18_1542,고티어,딜러,측면 공격가,겐지,50.0,13.9,1.124,A
2026-07-18_1542,고티어,딜러,전문가,메이,48.7,6.1,-0.027,B
2026-07-18_1542,고티어,딜러,측면 공격가,벤데타,48.9,4.0,-0.117,C
2026-07-18_1542,고티어,딜러,전문가,바스티온,45.7,2.7,-1.502,D
2026-07-18_1542,고티어,힐러,생존왕,미즈키,54.1,11.8,2.705,S
2026-07-18_1542,고티어,힐러,전술가,루시우,51.7,5.0,1.131,A
2026-07-18_1542,고티어,힐러,의무관,모이라,48.7,12.1,0.572,B
2026-07-18_1542,고티어,힐러,전술가,바티스트,46.6,4.3,-0.972,B
2026-07-18_1542,고티어,힐러,의무관,메르시,44.5,3.6,-1.875,C
2026-07-18_1542,고티어,힐러,의무관,라이프위버,34.2,3.1,-6.04,D
