날짜,랭크그룹,메인역할,서브롤,영웅,승률(%),픽률(%),점수,티어
2026-07-14_1607,저티어,탱커,강건한 자,라인하르트,52.1,9.4,1.698,S
2026-07-14_1607,저티어,탱커,개시자,둠피스트,52.5,3.2,1.292,A
2026-07-14_1607,저티어,탱커,강건한 자,도미나,50.4,6.3,0.735,A
2026-07-14_1607,저티어,탱커,강건한 자,라마트라,48.9,9.6,0.436,B
2026-07-14_1607,저티어,탱커,투사,마우가,48.0,8.5,-0.024,B
2026-07-14_1607,저티어,탱커,개시자,레킹볼,49.3,2.1,-0.088,C
2026-07-14_1607,저티어,탱커,개시자,D.VA,46.2,8.0,-0.79,C
2026-07-14_1607,저티어,탱커,투사,로드호그,45.7,5.5,-1.218,D
2026-07-14_1607,저티어,딜러,전문가,메이,53.2,8.7,1.897,S
2026-07-14_1607,저티어,딜러,측면 공격가,겐지,52.6,7.6,1.579,A
2026-07-14_1607,저티어,딜러,측면 공격가,리퍼,50.1,9.6,0.721,B
2026-07-14_1607,저티어,딜러,측면 공격가,벤데타,50.3,2.6,0.304,C
2026-07-14_1607,저티어,딜러,전문가,바스티온,47.8,13.8,0.099,D
2026-07-14_1607,저티어,힐러,생존왕,미즈키,53.6,18.6,2.352,S
2026-07-14_1607,저티어,힐러,의무관,모이라,51.3,31.2,2.05,A
2026-07-14_1607,저티어,힐러,전술가,루시우,45.8,5.1,-1.43,B
2026-07-14_1607,저티어,힐러,의무관,라이프위버,45.7,5.5,-1.45,B
2026-07-14_1607,저티어,힐러,전술가,바티스트,45.6,4.5,-1.539,C
2026-07-14_1607,저티어,힐러,의무관,메르시,44.5,8.5,-1.783,D
2026-07-14_1607,중티어,탱커,개시자,둠피스트,51.8,8.4,1.531,S
2026-07-14_1607,중티어,탱커,강건한 자,라인하르트,50.7,9.6,1.207,A
2026-07-14_1607,중티어,탱커,강건한 자,도미나,51.8,3.4,1.048,A
2026-07-14_1607,중티어,탱커,투사,마우가,47.2,7.0,-0.444,B
2026-07-14_1607,중티어,탱커,개시자,레킹볼,47.6,4.2,-0.554,B
2026-07-14_1607,중티어,탱커,개시자,D.VA,47.0,5.5,-0.669,C
2026-07-14_1607,중티어,탱커,강건한 자,라마트라,46.5,4.8,-0.936,C
2026-07-14_1607,중티어,탱커,투사,로드호그,43.3,6.8,-2.023,D
2026-07-14_1607,중티어,딜러,측면 공격가,겐지,52.2,14.2,1.945,S
2026-07-14_1607,중티어,딜러,전문가,메이,51.0,8.4,1.03,A
2026-07-14_1607,중티어,딜러,측면 공격가,리퍼,48.1,9.6,-0.04,B
2026-07-14_1607,중티어,딜러,측면 공격가,벤데타,49.1,2.3,-0.187,C
2026-07-14_1607,중티어,딜러,전문가,바스티온,47.5,5.5,-0.587,D
2026-07-14_1607,중티어,힐러,생존왕,미즈키,52.6,12.8,1.933,S
2026-07-14_1607,중티어,힐러,의무관,모이라,50.7,20.3,1.696,A
2026-07-14_1607,중티어,힐러,의무관,메르시,46.5,5.1,-1.044,B
2026-07-14_1607,중티어,힐러,전술가,루시우,46.2,2.7,-1.332,B
2026-07-14_1607,중티어,힐러,전술가,바티스트,45.2,4.8,-1.585,C
2026-07-14_1607,중티어,힐러,의무관,라이프위버,44.7,5.9,-1.708,D
2026-07-14_1607,고티어,탱커,강건한 자,도미나,51.9,2.7,1.047,S
2026-07-14_1607,고티어,탱커,개시자,둠피스트,49.0,11.5,0.821,A
2026-07-14_1607,고티어,탱커,개시자,레킹볼,47.7,4.8,-0.41,A
2026-07-14_1607,고티어,탱커,강건한 자,라인하르트,46.5,6.8,-0.678,B
2026-07-14_1607,고티어,탱커,개시자,D.VA,46.3,4.6,-0.992,B
2026-07-14_1607,고티어,탱커,투사,마우가,45.5,6.5,-1.11,C
2026-07-14_1607,고티어,탱커,강건한 자,라마트라,45.7,3.6,-1.338,C
2026-07-14_1607,고티어,탱커,투사,로드호그,43.0,4.7,-2.301,D
2026-07-14_1607,고티어,딜러,측면 공격가,겐지,50.9,13.6,1.532,S
2026-07-14_1607,고티어,딜러,측면 공격가,리퍼,48.6,9.5,0.259,A
2026-07-14_1607,고티어,딜러,전문가,메이,49.2,6.4,0.232,B
2026-07-14_1607,고티어,딜러,전문가,바스티온,49.3,3.4,0.013,C
2026-07-14_1607,고티어,딜러,측면 공격가,벤데타,47.8,1.9,-0.716,D
2026-07-14_1607,고티어,힐러,생존왕,미즈키,53.4,12.9,2.428,S
2026-07-14_1607,고티어,힐러,의무관,모이라,49.4,15.0,1.001,A
2026-07-14_1607,고티어,힐러,전술가,바티스트,45.7,4.9,-1.314,B
2026-07-14_1607,고티어,힐러,전술가,루시우,46.0,3.3,-1.327,B
2026-07-14_1607,고티어,힐러,의무관,메르시,44.9,3.8,-1.726,C
2026-07-14_1607,고티어,힐러,의무관,라이프위버,40.5,3.6,-3.502,D
