날짜,랭크그룹,메인역할,서브롤,영웅,승률(%),픽률(%),점수,티어
2026-09-01_0803,저티어,탱커,강건한 자,라인하르트,52.1,7.6,1.652,S
2026-09-01_0803,저티어,탱커,개시자,둠피스트,50.3,7.6,0.932,A
2026-09-01_0803,저티어,탱커,강건한 자,도미나,51.0,3.8,0.806,A
2026-09-01_0803,저티어,탱커,강건한 자,라마트라,49.6,6.6,0.546,B
2026-09-01_0803,저티어,탱커,투사,마우가,48.8,6.1,0.172,B
2026-09-01_0803,저티어,탱커,개시자,레킹볼,49.2,3.1,0.011,C
2026-09-01_0803,저티어,탱커,개시자,D.VA,45.1,5.1,-1.415,C
2026-09-01_0803,저티어,탱커,투사,로드호그,44.9,5.0,-1.505,D
2026-09-01_0803,저티어,딜러,전문가,메이,53.9,6.7,1.99,S
2026-09-01_0803,저티어,딜러,측면 공격가,리퍼,52.3,8.7,1.478,A
2026-09-01_0803,저티어,딜러,측면 공격가,겐지,50.4,12.0,0.93,B
2026-09-01_0803,저티어,딜러,전문가,바스티온,49.0,10.0,0.242,C
2026-09-01_0803,저티어,힐러,의무관,모이라,51.8,19.3,1.924,S
2026-09-01_0803,저티어,힐러,생존왕,미즈키,51.1,14.0,1.313,A
2026-09-01_0803,저티어,힐러,전술가,루시우,50.0,5.3,0.331,B
2026-09-01_0803,저티어,힐러,의무관,라이프위버,48.5,7.7,-0.12,B
2026-09-01_0803,저티어,힐러,전술가,바티스트,46.3,5.7,-1.124,C
2026-09-01_0803,저티어,힐러,의무관,메르시,45.3,5.7,-1.524,D
2026-09-01_0803,중티어,탱커,강건한 자,라인하르트,52.1,7.6,1.652,S
2026-09-01_0803,중티어,탱커,개시자,둠피스트,50.3,7.6,0.932,A
2026-09-01_0803,중티어,탱커,강건한 자,도미나,51.0,3.8,0.806,A
2026-09-01_0803,중티어,탱커,강건한 자,라마트라,49.6,6.6,0.546,B
2026-09-01_0803,중티어,탱커,투사,마우가,48.8,6.1,0.172,B
2026-09-01_0803,중티어,탱커,개시자,레킹볼,49.2,3.1,0.011,C
2026-09-01_0803,중티어,탱커,개시자,D.VA,45.1,5.1,-1.415,C
2026-09-01_0803,중티어,탱커,투사,로드호그,44.9,5.0,-1.505,D
2026-09-01_0803,중티어,딜러,전문가,메이,53.9,6.7,1.99,S
2026-09-01_0803,중티어,딜러,측면 공격가,리퍼,52.3,8.7,1.478,A
2026-09-01_0803,중티어,딜러,측면 공격가,겐지,50.4,12.0,0.93,B
2026-09-01_0803,중티어,딜러,전문가,바스티온,49.0,10.0,0.242,C
2026-09-01_0803,중티어,힐러,의무관,모이라,51.8,19.3,1.924,S
2026-09-01_0803,중티어,힐러,생존왕,미즈키,51.1,14.0,1.313,A
2026-09-01_0803,중티어,힐러,전술가,루시우,50.0,5.3,0.331,B
2026-09-01_0803,중티어,힐러,의무관,라이프위버,48.5,7.7,-0.12,B
2026-09-01_0803,중티어,힐러,전술가,바티스트,46.3,5.7,-1.124,C
2026-09-01_0803,중티어,힐러,의무관,메르시,45.3,5.7,-1.524,D
2026-09-01_0803,고티어,탱커,강건한 자,라인하르트,52.1,7.6,1.652,S
2026-09-01_0803,고티어,탱커,개시자,둠피스트,50.3,7.6,0.932,A
2026-09-01_0803,고티어,탱커,강건한 자,도미나,51.0,3.8,0.806,A
2026-09-01_0803,고티어,탱커,강건한 자,라마트라,49.6,6.6,0.546,B
2026-09-01_0803,고티어,탱커,투사,마우가,48.8,6.1,0.172,B
2026-09-01_0803,고티어,탱커,개시자,레킹볼,49.2,3.1,0.011,C
2026-09-01_0803,고티어,탱커,개시자,D.VA,45.1,5.1,-1.415,C
2026-09-01_0803,고티어,탱커,투사,로드호그,44.9,5.0,-1.505,D
2026-09-01_0803,고티어,딜러,전문가,메이,53.9,6.7,1.99,S
2026-09-01_0803,고티어,딜러,측면 공격가,리퍼,52.3,8.7,1.478,A
2026-09-01_0803,고티어,딜러,측면 공격가,겐지,50.4,12.0,0.93,B
2026-09-01_0803,고티어,딜러,전문가,바스티온,49.0,10.0,0.242,C
2026-09-01_0803,고티어,힐러,의무관,모이라,51.8,19.3,1.924,S
2026-09-01_0803,고티어,힐러,생존왕,미즈키,51.1,14.0,1.313,A
2026-09-01_0803,고티어,힐러,전술가,루시우,50.0,5.3,0.331,B
2026-09-01_0803,고티어,힐러,의무관,라이프위버,48.5,7.7,-0.12,B
2026-09-01_0803,고티어,힐러,전술가,바티스트,46.3,5.7,-1.124,C
2026-09-01_0803,고티어,힐러,의무관,메르시,45.3,5.7,-1.524,D
