날짜,랭크그룹,메인역할,서브롤,영웅,승률(%),픽률(%),점수,티어
2026-09-22_1823,저티어,탱커,강건한 자,라인하르트,53.7,8.1,2.329,S
2026-09-22_1823,저티어,탱커,개시자,둠피스트,52.2,4.0,1.299,A
2026-09-22_1823,저티어,탱커,강건한 자,도미나,51.3,5.3,1.075,A
2026-09-22_1823,저티어,탱커,강건한 자,라마트라,49.1,11.0,0.793,B
2026-09-22_1823,저티어,탱커,개시자,레킹볼,50.1,2.1,0.26,B
2026-09-22_1823,저티어,탱커,개시자,D.VA,46.2,6.6,-0.828,C
2026-09-22_1823,저티어,탱커,투사,로드호그,45.3,4.0,-1.461,C
2026-09-22_1823,저티어,탱커,투사,마우가,42.5,4.7,-2.507,D
2026-09-22_1823,저티어,딜러,측면 공격가,리퍼,51.9,11.5,1.452,S
2026-09-22_1823,저티어,딜러,측면 공격가,겐지,51.6,6.4,1.025,A
2026-09-22_1823,저티어,딜러,전문가,메이,50.9,7.7,0.823,B
2026-09-22_1823,저티어,딜러,전문가,바스티온,49.3,14.3,0.58,C
2026-09-22_1823,저티어,힐러,의무관,모이라,52.1,34.1,2.584,S
2026-09-22_1823,저티어,힐러,생존왕,미즈키,51.8,15.8,1.528,A
2026-09-22_1823,저티어,힐러,의무관,라이프위버,48.0,5.5,-0.519,B
2026-09-22_1823,저티어,힐러,전술가,바티스트,47.1,7.2,-0.792,B
2026-09-22_1823,저티어,힐러,전술가,루시우,46.7,3.8,-1.126,C
2026-09-22_1823,저티어,힐러,의무관,메르시,45.7,4.0,-1.515,D
2026-09-22_1823,중티어,탱커,강건한 자,라인하르트,51.6,9.3,1.655,S
2026-09-22_1823,중티어,탱커,강건한 자,도미나,51.2,2.8,0.785,A
2026-09-22_1823,중티어,탱커,개시자,둠피스트,49.8,7.8,0.771,A
2026-09-22_1823,중티어,탱커,개시자,레킹볼,49.8,3.5,0.302,B
2026-09-22_1823,중티어,탱커,강건한 자,라마트라,48.4,6.7,0.091,B
2026-09-22_1823,중티어,탱커,개시자,D.VA,45.8,5.2,-1.113,C
2026-09-22_1823,중티어,탱커,투사,마우가,42.3,3.9,-2.655,C
2026-09-22_1823,중티어,탱커,투사,로드호그,41.6,4.8,-2.836,D
2026-09-22_1823,중티어,딜러,측면 공격가,겐지,51.4,10.2,1.188,S
2026-09-22_1823,중티어,딜러,측면 공격가,리퍼,50.0,13.1,0.806,A
2026-09-22_1823,중티어,딜러,전문가,메이,50.4,7.2,0.603,B
2026-09-22_1823,중티어,딜러,전문가,바스티온,47.6,8.5,-0.437,C
2026-09-22_1823,중티어,힐러,의무관,모이라,52.2,26.5,2.47,S
2026-09-22_1823,중티어,힐러,생존왕,미즈키,50.0,11.9,0.714,A
2026-09-22_1823,중티어,힐러,전술가,루시우,48.1,3.4,-0.556,B
2026-09-22_1823,중티어,힐러,전술가,바티스트,47.3,8.6,-0.564,B
2026-09-22_1823,중티어,힐러,의무관,라이프위버,47.6,6.5,-0.57,C
2026-09-22_1823,중티어,힐러,의무관,메르시,46.1,3.1,-1.374,D
2026-09-22_1823,고티어,탱커,개시자,둠피스트,50.9,10.0,1.591,S
2026-09-22_1823,고티어,탱커,강건한 자,도미나,50.7,1.6,0.477,A
2026-09-22_1823,고티어,탱커,투사,로드호그,48.0,4.8,-0.209,A
2026-09-22_1823,고티어,탱커,강건한 자,라마트라,48.0,3.6,-0.357,B
2026-09-22_1823,고티어,탱커,개시자,레킹볼,46.9,6.0,-0.502,B
2026-09-22_1823,고티어,탱커,강건한 자,라인하르트,46.5,4.6,-0.834,C
2026-09-22_1823,고티어,탱커,개시자,D.VA,46.1,4.9,-0.957,C
2026-09-22_1823,고티어,탱커,투사,마우가,42.2,3.5,-2.689,D
2026-09-22_1823,고티어,딜러,측면 공격가,겐지,49.9,12.4,0.867,S
2026-09-22_1823,고티어,딜러,측면 공격가,리퍼,49.9,10.9,0.758,A
2026-09-22_1823,고티어,딜러,전문가,메이,50.1,4.0,0.333,B
2026-09-22_1823,고티어,딜러,전문가,바스티온,46.5,5.5,-0.998,C
2026-09-22_1823,고티어,힐러,의무관,모이라,50.8,17.2,1.632,S
2026-09-22_1823,고티어,힐러,전술가,루시우,49.1,6.3,0.121,A
2026-09-22_1823,고티어,힐러,전술가,바티스트,47.7,7.7,-0.333,B
2026-09-22_1823,고티어,힐러,생존왕,미즈키,45.8,10.4,-0.887,B
2026-09-22_1823,고티어,힐러,의무관,라이프위버,46.2,3.9,-1.223,C
2026-09-22_1823,고티어,힐러,의무관,메르시,44.0,1.7,-2.27,D
