날짜,랭크그룹,메인역할,서브롤,영웅,승률(%),픽률(%),점수,티어
2026-07-27_1652,저티어,탱커,강건한 자,라인하르트,52.2,9.4,1.735,S
2026-07-27_1652,저티어,탱커,개시자,둠피스트,52.3,3.6,1.247,A
2026-07-27_1652,저티어,탱커,강건한 자,라마트라,50.3,10.6,1.084,A
2026-07-27_1652,저티어,탱커,강건한 자,도미나,49.8,5.3,0.402,B
2026-07-27_1652,저티어,탱커,투사,마우가,48.5,8.1,0.136,B
2026-07-27_1652,저티어,탱커,개시자,레킹볼,49.6,2.5,0.067,C
2026-07-27_1652,저티어,탱커,개시자,D.VA,45.8,7.6,-0.989,C
2026-07-27_1652,저티어,탱커,투사,로드호그,45.2,5.7,-1.402,D
2026-07-27_1652,저티어,딜러,전문가,메이,52.9,8.8,1.749,S
2026-07-27_1652,저티어,딜러,측면 공격가,겐지,52.8,8.3,1.676,A
2026-07-27_1652,저티어,딜러,측면 공격가,리퍼,51.7,10.0,1.35,B
2026-07-27_1652,저티어,딜러,측면 공격가,벤데타,51.8,3.6,0.961,C
2026-07-27_1652,저티어,딜러,전문가,바스티온,47.4,14.1,-0.096,D
2026-07-27_1652,저티어,힐러,의무관,모이라,51.0,30.9,1.987,S
2026-07-27_1652,저티어,힐러,생존왕,미즈키,52.6,16.3,1.877,A
2026-07-27_1652,저티어,힐러,전술가,루시우,47.1,5.4,-0.883,B
2026-07-27_1652,저티어,힐러,의무관,라이프위버,46.1,5.5,-1.278,B
2026-07-27_1652,저티어,힐러,전술가,바티스트,45.2,4.2,-1.704,C
2026-07-27_1652,저티어,힐러,의무관,메르시,44.4,7.8,-1.839,D
2026-07-27_1652,중티어,탱커,개시자,둠피스트,51.1,8.3,1.232,S
2026-07-27_1652,중티어,탱커,강건한 자,도미나,51.4,3.0,0.846,A
2026-07-27_1652,중티어,탱커,강건한 자,라인하르트,49.8,9.2,0.798,A
2026-07-27_1652,중티어,탱커,강건한 자,라마트라,48.8,6.2,0.112,B
2026-07-27_1652,중티어,탱커,투사,마우가,47.6,7.3,-0.263,B
2026-07-27_1652,중티어,탱커,개시자,레킹볼,48.3,4.0,-0.298,C
2026-07-27_1652,중티어,탱커,개시자,D.VA,46.9,5.5,-0.715,C
2026-07-27_1652,중티어,탱커,투사,로드호그,42.9,6.8,-2.191,D
2026-07-27_1652,중티어,딜러,측면 공격가,겐지,52.4,15.4,2.034,S
2026-07-27_1652,중티어,딜러,전문가,메이,50.7,8.6,0.88,A
2026-07-27_1652,중티어,딜러,측면 공격가,벤데타,51.4,3.5,0.804,B
2026-07-27_1652,중티어,딜러,측면 공격가,리퍼,49.3,10.0,0.418,C
2026-07-27_1652,중티어,딜러,전문가,바스티온,47.8,5.5,-0.496,D
2026-07-27_1652,중티어,힐러,생존왕,미즈키,51.6,11.1,1.498,S
2026-07-27_1652,중티어,힐러,의무관,모이라,49.7,17.4,1.224,A
2026-07-27_1652,중티어,힐러,전술가,루시우,48.3,3.1,-0.441,B
2026-07-27_1652,중티어,힐러,의무관,메르시,47.0,4.9,-0.821,B
2026-07-27_1652,중티어,힐러,전술가,바티스트,45.2,4.6,-1.565,C
2026-07-27_1652,중티어,힐러,의무관,라이프위버,44.7,5.5,-1.695,D
2026-07-27_1652,고티어,탱커,강건한 자,도미나,51.6,2.5,0.899,S
2026-07-27_1652,고티어,탱커,개시자,둠피스트,48.4,11.3,0.529,A
2026-07-27_1652,고티어,탱커,강건한 자,라마트라,48.2,5.4,-0.161,A
2026-07-27_1652,고티어,탱커,개시자,레킹볼,48.1,4.5,-0.294,B
2026-07-27_1652,고티어,탱커,강건한 자,라인하르트,46.7,6.0,-0.699,B
2026-07-27_1652,고티어,탱커,개시자,D.VA,46.3,4.8,-0.983,C
2026-07-27_1652,고티어,탱커,투사,마우가,45.3,7.0,-1.156,C
2026-07-27_1652,고티어,탱커,투사,로드호그,43.7,4.9,-2.013,D
2026-07-27_1652,고티어,딜러,측면 공격가,겐지,50.6,14.8,1.408,S
2026-07-27_1652,고티어,딜러,측면 공격가,리퍼,50.5,10.5,1.029,A
2026-07-27_1652,고티어,딜러,전문가,메이,49.5,6.2,0.289,B
2026-07-27_1652,고티어,딜러,측면 공격가,벤데타,49.1,3.3,-0.099,C
2026-07-27_1652,고티어,딜러,전문가,바스티온,48.7,3.2,-0.267,D
2026-07-27_1652,고티어,힐러,생존왕,미즈키,52.5,12.1,2.12,S
2026-07-27_1652,고티어,힐러,의무관,모이라,48.3,11.5,0.384,A
2026-07-27_1652,고티어,힐러,전술가,루시우,48.0,4.4,-0.393,B
2026-07-27_1652,고티어,힐러,전술가,바티스트,46.2,4.0,-1.15,B
2026-07-27_1652,고티어,힐러,의무관,메르시,44.7,3.5,-1.796,C
2026-07-27_1652,고티어,힐러,의무관,라이프위버,40.2,3.4,-3.605,D
