날짜,랭크그룹,메인역할,서브롤,영웅,승률(%),픽률(%),점수,티어
2026-03-25_1558,저티어,탱커,강건한 자,도미나,52.4,8.6,1.734,S
2026-03-25_1558,저티어,탱커,개시자,둠피스트,51.6,3.3,0.937,A
2026-03-25_1558,저티어,탱커,강건한 자,라인하르트,50.6,7.7,0.933,A
2026-03-25_1558,저티어,탱커,강건한 자,라마트라,48.4,9.5,0.216,B
2026-03-25_1558,저티어,탱커,개시자,레킹볼,49.9,2.5,0.185,B
2026-03-25_1558,저티어,탱커,개시자,D.VA,47.4,10.5,-0.094,C
2026-03-25_1558,저티어,탱커,투사,로드호그,47.8,6.1,-0.331,C
2026-03-25_1558,저티어,탱커,투사,마우가,47.8,5.1,-0.421,D
2026-03-25_1558,저티어,딜러,측면 공격가,리퍼,52.6,13.6,1.892,S
2026-03-25_1558,저티어,딜러,측면 공격가,벤데타,54.1,2.8,1.815,A
2026-03-25_1558,저티어,딜러,측면 공격가,겐지,51.7,7.9,1.175,B
2026-03-25_1558,저티어,딜러,전문가,메이,51.3,7.0,0.958,C
2026-03-25_1558,저티어,딜러,전문가,바스티온,48.3,16.6,0.36,D
2026-03-25_1558,저티어,힐러,생존왕,미즈키,53.2,18.2,2.191,S
2026-03-25_1558,저티어,힐러,의무관,모이라,49.2,26.4,1.002,A
2026-03-25_1558,저티어,힐러,전술가,루시우,47.8,7.3,-0.514,B
2026-03-25_1558,저티어,힐러,의무관,메르시,45.6,10.3,-1.244,B
2026-03-25_1558,저티어,힐러,전술가,바티스트,44.7,6.1,-1.815,C
2026-03-25_1558,저티어,힐러,의무관,라이프위버,43.9,3.6,-2.26,D
2026-03-25_1558,중티어,탱커,강건한 자,도미나,53.2,7.3,1.984,S
2026-03-25_1558,중티어,탱커,개시자,둠피스트,50.9,7.0,1.035,A
2026-03-25_1558,중티어,탱커,개시자,D.VA,48.8,8.5,0.339,A
2026-03-25_1558,중티어,탱커,강건한 자,라인하르트,48.3,7.3,0.024,B
2026-03-25_1558,중티어,탱커,개시자,레킹볼,48.8,3.7,-0.123,B
2026-03-25_1558,중티어,탱커,투사,로드호그,46.7,7.9,-0.559,C
2026-03-25_1558,중티어,탱커,투사,마우가,47.1,3.5,-0.823,C
2026-03-25_1558,중티어,탱커,강건한 자,라마트라,45.8,4.6,-1.237,D
2026-03-25_1558,중티어,딜러,측면 공격가,겐지,51.5,15.5,1.674,S
2026-03-25_1558,중티어,딜러,측면 공격가,벤데타,52.2,3.4,1.116,A
2026-03-25_1558,중티어,딜러,측면 공격가,리퍼,50.5,11.4,0.99,B
2026-03-25_1558,중티어,딜러,전문가,메이,49.9,7.0,0.445,C
2026-03-25_1558,중티어,딜러,전문가,바스티온,46.5,6.0,-0.984,D
2026-03-25_1558,중티어,힐러,생존왕,미즈키,51.6,15.4,1.696,S
2026-03-25_1558,중티어,힐러,의무관,메르시,49.1,7.0,0.12,A
2026-03-25_1558,중티어,힐러,의무관,모이라,47.6,14.2,0.014,B
2026-03-25_1558,중티어,힐러,전술가,루시우,48.6,4.6,-0.245,B
2026-03-25_1558,중티어,힐러,전술가,바티스트,45.1,7.5,-1.446,C
2026-03-25_1558,중티어,힐러,의무관,라이프위버,43.1,3.8,-2.499,D
2026-03-25_1558,고티어,탱커,강건한 자,도미나,52.6,6.7,1.741,S
2026-03-25_1558,고티어,탱커,개시자,둠피스트,48.4,10.3,0.437,A
2026-03-25_1558,고티어,탱커,개시자,D.VA,49.2,6.9,0.402,A
2026-03-25_1558,고티어,탱커,개시자,레킹볼,47.5,5.0,-0.477,B
2026-03-25_1558,고티어,탱커,투사,마우가,47.5,2.8,-0.707,B
2026-03-25_1558,고티어,탱커,강건한 자,라마트라,47.1,2.6,-0.888,C
2026-03-25_1558,고티어,탱커,투사,로드호그,45.5,7.0,-1.068,C
2026-03-25_1558,고티어,탱커,강건한 자,라인하르트,42.6,4.6,-2.479,D
2026-03-25_1558,고티어,딜러,측면 공격가,겐지,49.7,15.7,1.273,S
2026-03-25_1558,고티어,딜러,측면 공격가,벤데타,51.3,3.5,0.831,A
2026-03-25_1558,고티어,딜러,측면 공격가,리퍼,50.1,8.1,0.759,B
2026-03-25_1558,고티어,딜러,전문가,메이,47.6,4.0,-0.605,C
2026-03-25_1558,고티어,딜러,전문가,바스티온,46.0,2.5,-1.378,D
2026-03-25_1558,고티어,힐러,생존왕,미즈키,50.5,13.1,1.336,S
2026-03-25_1558,고티어,힐러,의무관,메르시,47.7,4.8,-0.504,A
2026-03-25_1558,고티어,힐러,전술가,루시우,47.5,5.4,-0.532,B
2026-03-25_1558,고티어,힐러,의무관,모이라,47.0,6.5,-0.636,B
2026-03-25_1558,고티어,힐러,전술가,바티스트,45.8,9.0,-0.899,C
2026-03-25_1558,고티어,힐러,의무관,라이프위버,38.2,2.7,-4.486,D
