날짜,랭크그룹,메인역할,서브롤,영웅,승률(%),픽률(%),점수,티어
2026-08-01_0544,저티어,탱커,강건한 자,라인하르트,53.1,9.4,2.044,S
2026-08-01_0544,저티어,탱커,강건한 자,도미나,51.9,5.1,1.196,A
2026-08-01_0544,저티어,탱커,강건한 자,라마트라,50.6,7.6,0.89,A
2026-08-01_0544,저티어,탱커,개시자,둠피스트,50.0,9.0,0.77,B
2026-08-01_0544,저티어,탱커,투사,마우가,49.9,8.0,0.644,B
2026-08-01_0544,저티어,탱커,개시자,레킹볼,49.6,3.4,0.131,C
2026-08-01_0544,저티어,탱커,투사,로드호그,46.0,7.0,-1.001,C
2026-08-01_0544,저티어,탱커,개시자,D.VA,45.0,6.6,-1.435,D
2026-08-01_0544,저티어,딜러,전문가,메이,54.2,7.1,2.213,S
2026-08-01_0544,저티어,딜러,측면 공격가,겐지,51.6,11.4,1.495,A
2026-08-01_0544,저티어,딜러,측면 공격가,리퍼,51.9,8.1,1.367,B
2026-08-01_0544,저티어,딜러,측면 공격가,벤데타,52.3,4.7,1.272,C
2026-08-01_0544,저티어,딜러,전문가,바스티온,48.5,8.7,0.052,D
2026-08-01_0544,저티어,힐러,생존왕,미즈키,52.9,15.9,2.1,S
2026-08-01_0544,저티어,힐러,의무관,모이라,51.7,18.7,1.785,A
2026-08-01_0544,저티어,힐러,전술가,루시우,50.9,5.3,0.673,B
2026-08-01_0544,저티어,힐러,의무관,라이프위버,48.6,8.5,-0.058,B
2026-08-01_0544,저티어,힐러,전술가,바티스트,47.0,4.8,-0.916,C
2026-08-01_0544,저티어,힐러,의무관,메르시,46.2,7.7,-1.065,D
2026-08-01_0544,중티어,탱커,강건한 자,라인하르트,53.1,9.4,2.044,S
2026-08-01_0544,중티어,탱커,강건한 자,도미나,51.9,5.1,1.196,A
2026-08-01_0544,중티어,탱커,강건한 자,라마트라,50.6,7.6,0.89,A
2026-08-01_0544,중티어,탱커,개시자,둠피스트,50.0,9.0,0.77,B
2026-08-01_0544,중티어,탱커,투사,마우가,49.9,8.0,0.644,B
2026-08-01_0544,중티어,탱커,개시자,레킹볼,49.6,3.4,0.131,C
2026-08-01_0544,중티어,탱커,투사,로드호그,46.0,7.0,-1.001,C
2026-08-01_0544,중티어,탱커,개시자,D.VA,45.0,6.6,-1.435,D
2026-08-01_0544,중티어,딜러,전문가,메이,54.2,7.1,2.213,S
2026-08-01_0544,중티어,딜러,측면 공격가,겐지,51.6,11.4,1.495,A
2026-08-01_0544,중티어,딜러,측면 공격가,리퍼,51.9,8.1,1.367,B
2026-08-01_0544,중티어,딜러,측면 공격가,벤데타,52.3,4.7,1.272,C
2026-08-01_0544,중티어,딜러,전문가,바스티온,48.5,8.7,0.052,D
2026-08-01_0544,중티어,힐러,생존왕,미즈키,52.9,15.9,2.1,S
2026-08-01_0544,중티어,힐러,의무관,모이라,51.7,18.7,1.785,A
2026-08-01_0544,중티어,힐러,전술가,루시우,50.9,5.3,0.673,B
2026-08-01_0544,중티어,힐러,의무관,라이프위버,48.6,8.5,-0.058,B
2026-08-01_0544,중티어,힐러,전술가,바티스트,47.0,4.8,-0.916,C
2026-08-01_0544,중티어,힐러,의무관,메르시,46.2,7.7,-1.065,D
2026-08-01_0544,고티어,탱커,강건한 자,라인하르트,53.1,9.4,2.044,S
2026-08-01_0544,고티어,탱커,강건한 자,도미나,51.9,5.1,1.196,A
2026-08-01_0544,고티어,탱커,강건한 자,라마트라,50.6,7.6,0.89,A
2026-08-01_0544,고티어,탱커,개시자,둠피스트,50.0,9.0,0.77,B
2026-08-01_0544,고티어,탱커,투사,마우가,49.9,8.0,0.644,B
2026-08-01_0544,고티어,탱커,개시자,레킹볼,49.6,3.4,0.131,C
2026-08-01_0544,고티어,탱커,투사,로드호그,46.0,7.0,-1.001,C
2026-08-01_0544,고티어,탱커,개시자,D.VA,45.0,6.6,-1.435,D
2026-08-01_0544,고티어,딜러,전문가,메이,54.2,7.1,2.213,S
2026-08-01_0544,고티어,딜러,측면 공격가,겐지,51.6,11.4,1.495,A
2026-08-01_0544,고티어,딜러,측면 공격가,리퍼,51.9,8.1,1.367,B
2026-08-01_0544,고티어,딜러,측면 공격가,벤데타,52.3,4.7,1.272,C
2026-08-01_0544,고티어,딜러,전문가,바스티온,48.5,8.7,0.052,D
2026-08-01_0544,고티어,힐러,생존왕,미즈키,52.9,15.9,2.1,S
2026-08-01_0544,고티어,힐러,의무관,모이라,51.7,18.7,1.785,A
2026-08-01_0544,고티어,힐러,전술가,루시우,50.9,5.3,0.673,B
2026-08-01_0544,고티어,힐러,의무관,라이프위버,48.6,8.5,-0.058,B
2026-08-01_0544,고티어,힐러,전술가,바티스트,47.0,4.8,-0.916,C
2026-08-01_0544,고티어,힐러,의무관,메르시,46.2,7.7,-1.065,D
